year,month,date,island_Anacapa,island_Isthmus,island_San Miguel,island_Santa Barbara,island_Santa Cruz,island_Santa Rosa,total_island_visitors,mainland_visitor_center,santa_barbara_outdoor_vc,total_visitor_centers,concessioner_total,original_NPS_TRV,total_islands_and_visitor_centers,difference_from_NPS,total_with_concessioners,difference_with_concessioners
2012,12,2012-12-01,237,0,0,3,998,100,1338,8492,745,9237,1489,2131,10575,-8444,12064,-9933
2013,1,2013-01-01,49,183,0,12,1213,47,1504,10667,833,11500,1164,12800,13004,-204,14168,-1368
2013,2,2013-02-01,429,116,2,0,1654,85,2286,8381,905,9286,1833,10671,11572,-901,13405,-2734
2013,3,2013-03-01,1101,485,0,65,4829,142,6622,11734,1349,13083,4811,15541,19705,-4164,24516,-8975
2013,4,2013-04-01,725,949,2,42,3974,245,5937,12499,1151,13650,3746,18927,19587,-660,23333,-4406
2013,5,2013-05-01,1101,0,72,45,5815,371,7404,13735,845,14580,4431,21009,21984,-975,26415,-5406
2013,6,2013-06-01,1120,341,159,9,8871,1080,11580,17086,1201,18287,7622,24797,29867,-5070,37489,-12692
2013,7,2013-07-01,1319,0,410,24,10049,840,12642,19404,1719,21123,9185,27997,33765,-5768,42950,-14953
2013,8,2013-08-01,1139,326,246,103,8662,1089,11565,15734,1493,17227,8207,26273,28792,-2519,36999,-10726
2013,9,2013-09-01,659,0,292,195,5106,958,7210,13580,1463,15043,5549,18851,22253,-3402,27802,-8951
2013,10,2013-10-01,203,0,97,96,2056,261,2713,4748,1585,6333,2365,7193,9046,-1853,11411,-4218
2013,11,2013-11-01,306,0,8,7,2758,236,3315,9599,1117,10716,3078,13638,14031,-393,17109,-3471
2013,12,2013-12-01,383,0,0,8,2052,16,2459,10518,1271,11789,2570,14332,14248,84,16818,-2486
2014,1,2014-01-01,203,167,2,9,2050,31,2462,10757,1280,12037,2289,18927,14499,4428,16788,2139
2014,2,2014-02-01,386,255,31,0,1797,43,2512,11621,1250,12871,2221,21183,15383,5800,17604,3579
2014,3,2014-03-01,676,670,100,2,4364,59,5871,13324,1435,14759,4660,32109,20630,11479,25290,6819
2014,4,2014-04-01,1130,554,41,1,5064,350,7140,14376,1594,15970,5508,25698,23110,2588,28618,-2920
2014,5,2014-05-01,1664,706,0,0,6887,734,9991,14788,1659,16447,7817,32869,26438,6431,34255,-1386
2014,6,2014-06-01,1119,503,0,76,8224,898,10820,17319,1707,19026,6880,43584,29846,13738,36726,6858
2014,7,2014-07-01,1053,268,0,186,10566,925,12998,20660,1838,22498,9382,50470,35496,14974,44878,5592
2014,8,2014-08-01,1078,736,0,142,10134,550,12640,16043,1888,17931,9033,39208,30571,8637,39604,-396
2014,9,2014-09-01,373,209,0,0,6936,664,8182,13128,1691,14819,4967,27100,23001,4099,27968,-868
2014,10,2014-10-01,337,284,0,0,4522,434,5577,9699,1523,11222,5251,18271,16799,1472,22050,-3779
2014,11,2014-11-01,705,591,0,0,3235,130,4661,10821,1260,12081,3884,17923,16742,1181,20626,-2703
2014,12,2014-12-01,284,472,0,3,1453,42,2254,9541,1086,10627,2463,14819,12881,1938,15344,-525
2015,1,2015-01-01,122,440,0,7,1898,27,2494,10542,1395,11937,2471,19847,14431,5416,16902,2945
2015,2,2015-02-01,720,493,5,2,2270,54,3544,10597,1588,12185,3006,21653,15729,5924,18735,2918
2015,3,2015-03-01,1125,569,0,18,4869,97,6678,12129,1730,13859,6377,29901,20537,9364,26914,2987
2015,4,2015-04-01,606,429,0,25,4514,437,6011,13130,1880,15010,6501,23479,21021,2458,27522,-4043
2015,5,2015-05-01,1614,695,0,78,7203,466,10056,13300,1676,14976,8462,34023,25032,8991,33494,529
2015,6,2015-06-01,1082,370,0,51,9231,578,11312,15459,1960,17419,8270,33193,28731,4462,37001,-3808
2015,7,2015-07-01,869,582,0,132,11523,735,13841,16850,2363,19213,10200,46749,33054,13695,43254,3495
2015,8,2015-08-01,960,592,0,50,10073,745,12420,14283,2251,16534,9054,35392,28954,6438,38008,-2616
2015,9,2015-09-01,537,650,0,196,4491,446,6320,12487,1804,14291,6247,24994,20611,4383,26858,-1864
2015,10,2015-10-01,442,688,0,74,5529,398,7131,10502,1736,12238,6046,21871,19369,2502,25415,-3544
2015,11,2015-11-01,283,539,0,13,2738,157,3730,9839,1370,11209,3528,18913,14939,3974,18467,446
2015,12,2015-12-01,134,815,0,6,1031,42,2028,9457,1371,10828,1702,14801,12856,1945,14558,243
2016,1,2016-01-01,172,286,0,0,518,27,1003,9836,1400,11236,1333,15710,12239,3471,13572,2138
2016,2,2016-02-01,524,1035,0,0,1630,54,3243,12522,1479,14001,2771,20168,17244,2924,20015,153
2016,3,2016-03-01,585,1816,0,0,2239,184,4824,14524,2058,16582,4749,28054,21406,6648,26155,1899
2016,4,2016-04-01,661,1226,0,0,3461,599,5947,15554,1946,17500,5235,26142,23447,2695,28682,-2540
2016,5,2016-05-01,1629,1532,19,0,4297,504,7981,15525,1626,17151,7754,33476,25132,8344,32886,590
2016,6,2016-06-01,863,1851,85,0,8036,470,11305,17446,1947,19393,7885,39342,30698,8644,38583,759
2016,7,2016-07-01,1151,1150,78,0,10386,667,13432,22298,3302,25600,9824,49119,39032,10087,48856,263
2016,8,2016-08-01,1169,657,70,0,11431,945,14272,18544,2193,20737,8776,45123,35009,10114,43785,1338
2016,9,2016-09-01,609,5025,164,0,8416,583,14797,15597,2099,17696,9291,39450,32493,6957,41784,-2334
2016,10,2016-10-01,130,1376,43,0,5487,400,7436,13535,2181,15716,6075,28906,23152,5754,29227,-321
2016,11,2016-11-01,106,1015,18,0,2862,129,4130,11824,1354,13178,3486,20029,17308,2721,20794,-765
2016,12,2016-12-01,262,623,18,0,2461,47,3411,11822,1013,12835,3031,19288,16246,3042,19277,11
2017,1,2017-01-01,102,265,12,0,1515,74,1968,12566,1188,13754,1731,18887,15722,3165,17453,1434
2017,2,2017-02-01,261,163,3,0,1683,64,2174,13538,1108,14646,2296,20325,16820,3505,19116,1209
2017,3,2017-03-01,583,844,2,0,4525,653,6607,17070,1458,18528,6286,32263,25135,7128,31421,842
2017,4,2017-04-01,522,989,0,0,5600,1637,8748,16533,1767,18300,7320,33888,27048,6840,34368,-480
2017,5,2017-05-01,1273,834,51,0,7111,1221,10490,15889,1901,17790,8256,37528,28280,9248,36536,992
2017,6,2017-06-01,831,810,43,0,9681,1218,12583,17736,2112,19848,9392,44852,32431,12421,41823,3029
2017,7,2017-07-01,992,819,292,0,11325,1579,15007,22429,3197,25626,11452,56194,40633,15561,52085,4109
2017,8,2017-08-01,909,726,235,0,8682,1463,12015,15668,2503,18171,9296,40750,30186,10564,39482,1268
2017,9,2017-09-01,703,637,194,0,7572,1347,10453,12998,2465,15463,7194,33063,25916,7147,33110,-47
2017,10,2017-10-01,540,606,279,0,4089,1404,6918,12684,1594,14278,6490,25495,21196,4299,27686,-2191
2017,11,2017-11-01,487,706,33,0,3555,380,5161,12377,2145,14522,5063,23696,19683,4013,24746,-1050
2017,12,2017-12-01,347,324,11,4,2533,49,3268,9604,1198,10802,3221,16746,14070,2676,17291,-545
2018,1,2018-01-01,118,153,15,6,1827,41,2160,9475,1219,10694,2119,15986,12854,3132,14973,1013
2018,2,2018-02-01,397,316,6,0,2353,60,3132,16127,1726,17853,3069,24878,20985,3893,24054,824
2018,3,2018-03-01,589,493,20,17,4119,353,5591,16564,1902,18466,5095,30668,24057,6611,29152,1516
2018,4,2018-04-01,662,659,13,14,4387,6682,12417,16801,2006,18807,13205,37565,31224,6341,44429,-6864
2018,5,2018-05-01,1238,913,28,0,6830,451,9460,13205,2193,15398,9352,33616,24858,8758,34210,-594
2018,6,2018-06-01,863,1120,57,27,8115,542,10724,16208,2720,18928,10640,39141,29652,9489,40292,-1151
2018,7,2018-07-01,953,1063,142,0,11498,763,14419,22079,3560,25639,11228,49533,40058,9475,51286,-1753
2018,8,2018-08-01,802,891,77,0,9100,567,11437,16053,3182,19235,10419,39684,30672,9012,41091,-1407
2018,9,2018-09-01,741,786,120,0,6009,536,8192,13677,2442,16119,7452,31267,24311,6956,31763,-496
2018,10,2018-10-01,429,876,134,34,4371,818,6662,12045,2622,14667,6179,26844,21329,5515,27508,-664
2018,11,2018-11-01,217,752,12,4,3631,403,5019,10765,1947,12712,4254,21703,17731,3972,21985,-282
2018,12,2018-12-01,122,368,6,4,2985,39,3524,5931,2441,8372,3488,15365,11896,3469,15384,-19
2019,1,2019-01-01,1647,195,0,152,2200,165,4359,1404,1779,3183,2150,9193,7542,1651,9692,-499
2019,2,2019-02-01,3912,338,9,612,2647,443,7961,11564,1531,13095,2359,22263,21056,1207,23415,-1152
2019,3,2019-03-01,4514,1108,84,1000,6139,786,13631,16349,2280,18629,7067,34951,32260,2691,39327,-4376
2019,4,2019-04-01,6316,1071,161,1007,8083,1081,17719,16609,2335,18944,8341,39218,36663,2555,45004,-5786
2019,5,2019-05-01,7303,1047,140,1728,8270,1258,19746,15615,2277,17892,8435,39070,37638,1432,46073,-7003
2019,6,2019-06-01,8175,1095,232,2250,9554,1610,22916,17683,2402,20085,10096,44915,43001,1914,53097,-8182
2019,7,2019-07-01,2480,1232,532,2597,11710,1759,20310,21726,3088,24814,11702,47581,45124,2457,56826,-9245
2019,8,2019-08-01,10564,1109,759,2922,10678,2406,28438,16152,3286,19438,10257,49793,47876,1917,58133,-8340
2019,9,2019-09-01,7801,850,1167,2808,7053,1472,21151,13703,2605,16308,6403,38681,37459,1222,43862,-5181
2019,10,2019-10-01,8039,941,2059,3452,6752,2127,23370,11043,1744,12787,6665,36691,36157,534,42822,-6131
2019,11,2019-11-01,5912,2229,449,1283,1511,1490,12874,9819,1797,11616,3123,25212,24490,722,27613,-2401
2019,12,2019-12-01,1658,583,541,1992,4111,479,9364,9799,1567,11366,2473,22062,20730,1332,23203,-1141
2020,1,2020-01-01,1521,1542,115,239,885,272,4574,10227,1714,11941,2490,18955,16515,2440,19005,-50
2020,2,2020-02-01,637,2488,22,138,338,406,4029,12169,1701,13870,3297,20318,17899,2419,21196,-878
2020,3,2020-03-01,2223,1150,77,981,498,700,5629,6120,671,6791,1491,13408,12420,988,13911,-503
2020,4,2020-04-01,126,0,30,36,90,83,365,0,0,0,17,365,365,0,382,-17
2020,5,2020-05-01,750,57,25,77,45,1561,2515,0,0,0,57,2514,2515,-1,2572,-58
2020,6,2020-06-01,6581,2348,70,2527,570,1106,13202,0,0,0,3157,13740,13202,538,16359,-2619
2020,7,2020-07-01,5332,3165,540,2287,1004,1893,14221,0,0,0,4682,15323,14221,1102,18903,-3580
2020,8,2020-08-01,5780,3309,984,3216,1332,2588,17209,0,0,0,4943,18462,17209,1253,22152,-3690
2020,9,2020-09-01,5642,2581,488,3421,1170,3879,17181,0,0,0,4081,18147,17181,966,21262,-3115
2020,10,2020-10-01,7898,3159,3190,3088,1026,4018,22379,2912,375,3287,4576,26302,25666,636,30242,-3940
2020,11,2020-11-01,5222,1984,168,3266,978,1397,13015,3434,297,3731,3472,16745,16746,-1,20218,-3473
2020,12,2020-12-01,667,796,25,1095,303,126,3012,0,0,0,889,3011,3012,-1,3901,-890
2021,1,2021-01-01,1322,131,14,0,18,200,1685,0,0,0,122,1684,1685,-1,1807,-123
2021,2,2021-02-01,1972,514,161,343,8595,281,11866,0,493,493,1584,13176,12359,817,13943,-767
2021,3,2021-03-01,3275,273,99,993,3140,722,8502,3044,600,3644,3462,13914,12146,1768,15608,-1694
2021,4,2021-04-01,3516,814,110,589,5380,1006,11415,8496,919,9415,6790,22512,20830,1682,27620,-5108
2021,5,2021-05-01,3682,734,216,912,7732,2606,15882,10446,1060,11506,8644,28239,27388,851,36032,-7793
2021,6,2021-06-01,11387,734,225,2395,7920,1960,24621,12995,1959,14954,9759,40977,39575,1402,49334,-8357
2021,7,2021-07-01,4024,599,675,2443,10463,1388,19592,16769,2750,19519,12590,41381,39111,2270,51701,-10320
2021,8,2021-08-01,2902,103,1654,3080,8502,3922,20163,13261,1949,15210,10847,36839,35373,1466,46220,-9381
2021,9,2021-09-01,892,2021,2415,3068,13086,2651,24133,10426,1223,11649,9086,37121,35782,1339,44868,-7747
2021,10,2021-10-01,7994,388,1436,3265,8200,2677,23960,9223,1554,10777,7439,35612,34737,875,42176,-6564
2021,11,2021-11-01,5585,206,422,1909,6450,3391,17963,9875,1725,11600,6739,30330,29563,767,36302,-5972
2021,12,2021-12-01,1229,110,487,1561,3418,337,7142,8155,1511,9666,2500,17467,16808,659,19308,-1841
2022,1,2022-01-01,1472,342,30,153,3745,807,6549,8494,482,8976,3473,16968,15525,1443,18998,-2030
2022,2,2022-02-01,2219,649,30,343,4862,417,8520,9561,1500,11061,4968,21175,19581,1594,24549,-3374
2022,3,2022-03-01,0,468,95,994,6733,476,8766,12895,1335,14230,6992,25048,22996,2052,29988,-4940
2022,4,2022-04-01,0,937,117,590,7744,5918,15306,12288,1720,14008,8840,30769,29314,1455,38154,-7385
2022,5,2022-05-01,0,867,135,913,6688,3135,11738,9164,2097,11261,7683,23636,22999,637,30682,-7046
2022,6,2022-06-01,0,853,213,2398,9114,2849,15427,11054,2360,13414,10090,30138,28841,1297,38931,-8793
2022,7,2022-07-01,0,1190,2071,2837,10315,2410,18823,12505,2946,15451,11705,37853,34274,3579,45979,-8126
2022,8,2022-08-01,0,1585,1244,3081,9285,3134,18329,11071,2570,13641,10018,33844,31970,1874,41988,-8144
2022,9,2022-09-01,0,708,1530,3069,8096,7131,20534,7609,1802,9411,7925,31120,29945,1175,37870,-6750
2022,10,2022-10-01,0,535,2211,3267,6811,10375,23199,2048,1713,3761,8056,27647,26960,687,35016,-7369
2022,11,2022-11-01,5615,875,522,1910,7015,609,16546,8223,1822,10045,5790,27468,26591,877,32381,-4913
2022,12,2022-12-01,1217,411,297,1561,2791,850,7127,7679,1808,9487,3758,17579,16614,965,20372,-2793
2023,1,2023-01-01,1408,117,29,0,2183,654,4391,5716,1422,7138,2317,12950,11529,1421,13846,-896
2023,2,2023-02-01,2219,240,30,0,3343,843,6675,9547,1928,11475,3617,19726,18150,1576,21767,-2041
2023,3,2023-03-01,2654,98,97,0,4241,616,7706,13322,2066,15388,5298,25063,23094,1969,28392,-3329
2023,4,2023-04-01,2692,337,119,0,7034,1813,11995,12297,1606,13903,9435,27243,25898,1345,35333,-8090
2023,5,2023-05-01,3240,958,129,0,9722,4065,18114,9997,2188,12185,10967,30918,30299,619,41266,-10348
2023,6,2023-06-01,6095,1158,211,0,10174,3894,21532,11518,2327,13845,11434,36635,35377,1258,46811,-10176
2023,7,2023-07-01,3103,1373,900,0,10151,2651,18178,14395,3407,17802,12395,38390,35980,2410,48375,-9985
2023,8,2023-08-01,4955,616,1132,0,7946,1433,16082,10463,2765,13228,9729,31076,29310,1766,39039,-7963
2023,9,2023-09-01,3921,841,1524,0,7637,3612,17535,11293,1657,12950,8925,31607,30485,1122,39410,-7803
2023,10,2023-10-01,6171,421,0,0,5612,4718,16922,9303,2009,11312,7729,28935,28234,701,35963,-7028
2023,11,2023-11-01,5576,1209,0,0,4163,1686,12634,12147,1756,13903,5663,27115,26537,578,32200,-5085
2023,12,2023-12-01,1185,454,0,0,2950,460,5049,11015,2117,13132,3772,19088,18181,907,21953,-2865
2024,1,2024-01-01,55,219,0,0,5109,0,5383,9628,2012,11640,2599,17055,17023,32,19622,-2567
2024,2,2024-02-01,89,202,0,0,2917,0,3208,9561,2119,11680,3208,14888,14888,0,18096,-3208
2024,3,2024-03-01,143,460,0,0,4298,426,5327,14811,2931,17742,5327,23069,23069,0,28396,-5327
2024,4,2024-04-01,328,355,270,0,4570,471,5994,13367,2707,16074,5724,22081,22068,13,27792,-5711
2024,5,2024-05-01,721,258,0,0,6173,488,7640,13270,2464,15734,6462,23374,23374,0,29836,-6462
2024,6,2024-06-01,408,546,0,0,6266,621,7841,15410,2689,18099,6740,26180,25940,240,32680,-6500
2024,7,2024-07-01,878,588,0,0,10392,870,12728,16567,3521,20088,10908,32816,32816,0,43724,-10908
2024,8,2024-08-01,948,792,0,0,9093,621,11454,11936,2960,14896,10816,26380,26350,30,37166,-10786
2024,9,2024-09-01,1142,537,0,0,5153,564,7396,10005,2850,12855,6258,20251,20251,0,26509,-6258
2024,10,2024-10-01,2272,368,72,0,3042,5799,11553,10078,2063,12141,4369,23694,23694,0,28063,-4369
2024,11,2024-11-01,521,502,0,0,4788,995,6806,8870,2224,11094,6243,17900,17900,0,24143,-6243
2024,12,2024-12-01,174,415,0,0,2956,0,3545,8893,2455,11348,3545,14893,14893,0,18438,-3545
2025,1,2025-01-01,191,166,0,0,3390,20,3767,8182,1814,9996,3061,13762,13763,-1,16824,-3062
2025,2,2025-02-01,281,51,0,0,2646,35,3013,8305,1729,10034,2652,13046,13047,-1,15699,-2653
2025,3,2025-03-01,49,91,0,0,5651,565,6356,11595,2379,13974,4674,20331,20330,1,25004,-4673
2025,4,2025-04-01,657,448,0,0,7567,758,9430,9930,2559,12489,7438,21918,21919,-1,29357,-7439
2025,5,2025-05-01,777,380,0,32,8094,776,10059,10657,2443,13100,7607,23187,23159,28,30766,-7579
2025,6,2025-06-01,842,450,0,0,8831,898,11021,12865,2411,15276,8251,26297,26297,0,34548,-8251
2025,7,2025-07-01,1369,381,49,0,9175,1185,12159,13309,3422,16731,9185,28890,28890,0,38075,-9185
2025,8,2025-08-01,1204,241,45,33,8295,909,10727,10633,2500,13133,8133,23860,23860,0,31993,-8133
2025,9,2025-09-01,951,240,278,0,6764,820,9053,7506,2061,9567,6119,18619,18620,-1,24739,-6120
2025,10,2025-10-01,636,147,627,45,6547,484,8486,152,2087,2239,6064,10724,10725,-1,16789,-6065
2025,11,2025-11-01,418,394,0,0,4786,563,6161,4387,1923,6310,4892,12471,12471,0,17363,-4892
2025,12,2025-12-01,393,310,0,0,3501,56,4260,7550,2271,9821,3553,14081,14081,0,17634,-3553
