year,month,island,Rec Visitors Ashore,Overnight Stays,Rec Overnight Boats,Rec Visitors on Boats,date
2001,7,Isthmus,195,0,NA,NA,2001-07-01
2001,7,Santa Rosa,488,202,NA,NA,2001-07-01
2001,8,Anacapa,2481,155,NA,NA,2001-08-01
2001,8,Santa Barbara,420,31,NA,NA,2001-08-01
2001,8,San Miguel,289,94,NA,NA,2001-08-01
2001,8,Santa Cruz,4716,1856,NA,NA,2001-08-01
2001,8,Isthmus,0,0,NA,NA,2001-08-01
2001,8,Santa Rosa,285,223,NA,NA,2001-08-01
2001,9,Anacapa,2123,165,NA,NA,2001-09-01
2001,9,Santa Barbara,53,26,NA,NA,2001-09-01
2001,9,San Miguel,95,62,NA,NA,2001-09-01
2001,9,Santa Cruz,3343,1295,NA,NA,2001-09-01
2001,9,Isthmus,0,0,NA,NA,2001-09-01
2001,9,Santa Rosa,522,249,NA,NA,2001-09-01
2001,10,Anacapa,1728,48,NA,NA,2001-10-01
2001,10,Santa Barbara,37,0,NA,NA,2001-10-01
2001,10,San Miguel,76,18,NA,NA,2001-10-01
2001,10,Santa Cruz,2056,667,NA,NA,2001-10-01
2001,10,Isthmus,0,0,NA,NA,2001-10-01
2001,10,Santa Rosa,179,74,NA,NA,2001-10-01
2001,11,Anacapa,261,15,NA,NA,2001-11-01
2001,11,Santa Barbara,8,0,NA,NA,2001-11-01
2001,11,San Miguel,167,28,NA,NA,2001-11-01
2001,11,Santa Cruz,965,301,NA,NA,2001-11-01
2001,11,Isthmus,0,0,NA,NA,2001-11-01
2001,11,Santa Rosa,68,56,NA,NA,2001-11-01
2001,12,Anacapa,115,0,NA,NA,2001-12-01
2001,12,Santa Barbara,0,0,NA,NA,2001-12-01
2001,12,San Miguel,2,0,NA,NA,2001-12-01
2001,12,Santa Cruz,561,159,NA,NA,2001-12-01
2001,12,Isthmus,0,0,NA,NA,2001-12-01
2001,12,Santa Rosa,0,0,NA,NA,2001-12-01
2002,1,Anacapa,491,14,NA,NA,2002-01-01
2002,1,Santa Barbara,4,0,NA,NA,2002-01-01
2002,1,San Miguel,14,0,NA,NA,2002-01-01
2002,1,Santa Cruz,573,130,NA,NA,2002-01-01
2002,1,Isthmus,0,0,NA,NA,2002-01-01
2002,1,Santa Rosa,15,0,NA,NA,2002-01-01
2002,2,Anacapa,2002,31,NA,NA,2002-02-01
2002,2,Santa Barbara,10,0,NA,NA,2002-02-01
2002,2,San Miguel,4,4,NA,NA,2002-02-01
2002,2,Santa Cruz,494,54,NA,NA,2002-02-01
2002,2,Isthmus,0,0,NA,NA,2002-02-01
2002,2,Santa Rosa,26,0,NA,NA,2002-02-01
2002,3,Anacapa,2390,110,NA,NA,2002-03-01
2002,3,Santa Barbara,47,0,NA,NA,2002-03-01
2002,3,San Miguel,52,0,NA,NA,2002-03-01
2002,3,Santa Cruz,897,314,NA,NA,2002-03-01
2002,3,Isthmus,65,0,NA,NA,2002-03-01
2002,3,Santa Rosa,22,0,NA,NA,2002-03-01
2002,4,Anacapa,2267,62,NA,NA,2002-04-01
2002,4,Santa Barbara,111,0,NA,NA,2002-04-01
2002,4,San Miguel,35,0,NA,NA,2002-04-01
2002,4,Santa Cruz,2299,859,NA,NA,2002-04-01
2002,4,Isthmus,24,8,NA,NA,2002-04-01
2002,4,Santa Rosa,242,48,NA,NA,2002-04-01
2002,5,Anacapa,2396,83,NA,NA,2002-05-01
2002,5,Santa Barbara,7,0,NA,NA,2002-05-01
2002,5,San Miguel,86,48,NA,NA,2002-05-01
2002,5,Santa Cruz,3898,1748,NA,NA,2002-05-01
2002,5,Isthmus,241,47,NA,NA,2002-05-01
2002,5,Santa Rosa,321,134,NA,NA,2002-05-01
2002,6,Anacapa,2347,83,NA,NA,2002-06-01
2002,6,Santa Barbara,235,182,NA,NA,2002-06-01
2002,6,San Miguel,75,26,NA,NA,2002-06-01
2002,6,Santa Cruz,3158,1240,NA,NA,2002-06-01
2002,6,Isthmus,284,26,NA,NA,2002-06-01
2002,6,Santa Rosa,204,108,NA,NA,2002-06-01
2002,7,Anacapa,2378,94,NA,NA,2002-07-01
2002,7,Santa Barbara,249,81,NA,NA,2002-07-01
2002,7,San Miguel,216,100,NA,NA,2002-07-01
2002,7,Santa Cruz,3516,1254,NA,NA,2002-07-01
2002,7,Isthmus,295,67,NA,NA,2002-07-01
2002,7,Santa Rosa,560,213,NA,NA,2002-07-01
2002,8,Anacapa,2600,200,NA,NA,2002-08-01
2002,8,Santa Barbara,508,52,NA,NA,2002-08-01
2002,8,San Miguel,197,42,NA,NA,2002-08-01
2002,8,Santa Cruz,5128,2288,NA,NA,2002-08-01
2002,8,Isthmus,219,70,NA,NA,2002-08-01
2002,8,Santa Rosa,397,281,NA,NA,2002-08-01
2002,9,Anacapa,1997,104,NA,NA,2002-09-01
2002,9,Santa Barbara,103,54,NA,NA,2002-09-01
2002,9,San Miguel,411,79,NA,NA,2002-09-01
2002,9,Santa Cruz,3950,1578,NA,NA,2002-09-01
2002,9,Isthmus,421,88,NA,NA,2002-09-01
2002,9,Santa Rosa,533,297,NA,NA,2002-09-01
2002,10,Anacapa,1196,44,NA,NA,2002-10-01
2002,10,Santa Barbara,35,0,NA,NA,2002-10-01
2002,10,San Miguel,129,54,NA,NA,2002-10-01
2002,10,Santa Cruz,2635,727,NA,NA,2002-10-01
2002,10,Isthmus,186,44,NA,NA,2002-10-01
2002,10,Santa Rosa,221,138,NA,NA,2002-10-01
2002,11,Anacapa,430,37,NA,NA,2002-11-01
2002,11,Santa Barbara,50,0,NA,NA,2002-11-01
2002,11,San Miguel,3,0,NA,NA,2002-11-01
2002,11,Santa Cruz,935,185,NA,NA,2002-11-01
2002,11,Isthmus,93,13,NA,NA,2002-11-01
2002,11,Santa Rosa,84,2,NA,NA,2002-11-01
2002,12,Anacapa,216,3,NA,NA,2002-12-01
2002,12,Santa Barbara,0,0,NA,NA,2002-12-01
2002,12,San Miguel,20,0,NA,NA,2002-12-01
2002,12,Santa Cruz,695,119,NA,NA,2002-12-01
2002,12,Isthmus,171,45,NA,NA,2002-12-01
2002,12,Santa Rosa,53,2,NA,NA,2002-12-01
2003,1,Anacapa,789,8,NA,NA,2003-01-01
2003,1,Santa Barbara,3,0,NA,NA,2003-01-01
2003,1,San Miguel,0,0,NA,NA,2003-01-01
2003,1,Santa Cruz,997,251,NA,NA,2003-01-01
2003,1,Isthmus,120,30,NA,NA,2003-01-01
2003,1,Santa Rosa,50,0,NA,NA,2003-01-01
2003,2,Anacapa,900,19,NA,NA,2003-02-01
2003,2,Santa Barbara,0,0,NA,NA,2003-02-01
2003,2,San Miguel,0,0,NA,NA,2003-02-01
2003,2,Santa Cruz,862,280,NA,NA,2003-02-01
2003,2,Isthmus,124,35,NA,NA,2003-02-01
2003,2,Santa Rosa,24,0,NA,NA,2003-02-01
2003,3,Anacapa,1143,19,NA,NA,2003-03-01
2003,3,Santa Barbara,5,0,NA,NA,2003-03-01
2003,3,San Miguel,36,1,NA,NA,2003-03-01
2003,3,Santa Cruz,959,146,NA,NA,2003-03-01
2003,3,Isthmus,141,0,NA,NA,2003-03-01
2003,3,Santa Rosa,91,0,NA,NA,2003-03-01
2003,4,Anacapa,1291,23,NA,NA,2003-04-01
2003,4,Santa Barbara,89,0,NA,NA,2003-04-01
2003,4,San Miguel,22,0,NA,NA,2003-04-01
2003,4,Santa Cruz,2089,927,NA,NA,2003-04-01
2003,4,Isthmus,290,0,NA,NA,2003-04-01
2003,4,Santa Rosa,239,49,NA,NA,2003-04-01
2003,5,Anacapa,2024,100,NA,NA,2003-05-01
2003,5,Santa Barbara,63,0,NA,NA,2003-05-01
2003,5,San Miguel,133,78,NA,NA,2003-05-01
2003,5,Santa Cruz,2803,820,NA,NA,2003-05-01
2003,5,Isthmus,428,0,NA,NA,2003-05-01
2003,5,Santa Rosa,113,111,NA,NA,2003-05-01
2003,6,Anacapa,1684,60,NA,NA,2003-06-01
2003,6,Santa Barbara,251,155,NA,NA,2003-06-01
2003,6,San Miguel,102,0,NA,NA,2003-06-01
2003,6,Santa Cruz,4826,1106,NA,NA,2003-06-01
2003,6,Isthmus,1246,52,NA,NA,2003-06-01
2003,6,Santa Rosa,360,231,NA,NA,2003-06-01
2003,7,Anacapa,2051,110,NA,NA,2003-07-01
2003,7,Santa Barbara,318,90,NA,NA,2003-07-01
2003,7,San Miguel,229,131,NA,NA,2003-07-01
2003,7,Santa Cruz,7010,2303,NA,NA,2003-07-01
2003,7,Isthmus,1621,52,NA,NA,2003-07-01
2003,7,Santa Rosa,385,101,NA,NA,2003-07-01
2003,8,Anacapa,2163,244,NA,NA,2003-08-01
2003,8,Santa Barbara,424,84,NA,NA,2003-08-01
2003,8,San Miguel,221,145,NA,NA,2003-08-01
2003,8,Santa Cruz,7157,3212,NA,NA,2003-08-01
2003,8,Isthmus,1532,43,NA,NA,2003-08-01
2003,8,Santa Rosa,899,555,NA,NA,2003-08-01
2003,9,Anacapa,2100,117,NA,NA,2003-09-01
2003,9,Santa Barbara,188,14,NA,NA,2003-09-01
2003,9,San Miguel,140,54,NA,NA,2003-09-01
2003,9,Santa Cruz,3766,1177,NA,NA,2003-09-01
2003,9,Isthmus,256,0,NA,NA,2003-09-01
2003,9,Santa Rosa,340,143,NA,NA,2003-09-01
2003,10,Anacapa,944,48,NA,NA,2003-10-01
2003,10,Santa Barbara,137,22,NA,NA,2003-10-01
2003,10,San Miguel,120,7,NA,NA,2003-10-01
2003,10,Santa Cruz,3783,1443,NA,NA,2003-10-01
2003,10,Isthmus,535,0,NA,NA,2003-10-01
2003,10,Santa Rosa,407,205,NA,NA,2003-10-01
2003,11,Anacapa,604,1,NA,NA,2003-11-01
2003,11,Santa Barbara,2,0,NA,NA,2003-11-01
2003,11,San Miguel,46,0,NA,NA,2003-11-01
2003,11,Santa Cruz,1104,365,NA,NA,2003-11-01
2003,11,Isthmus,273,0,NA,NA,2003-11-01
2003,11,Santa Rosa,121,0,NA,NA,2003-11-01
2003,12,Anacapa,340,0,NA,NA,2003-12-01
2003,12,Santa Barbara,10,0,NA,NA,2003-12-01
2003,12,San Miguel,9,0,NA,NA,2003-12-01
2003,12,Santa Cruz,675,363,NA,NA,2003-12-01
2003,12,Isthmus,56,0,NA,NA,2003-12-01
2003,12,Santa Rosa,21,0,NA,NA,2003-12-01
2004,1,Anacapa,3468,4,NA,NA,2004-01-01
2004,1,Santa Barbara,72,0,NA,NA,2004-01-01
2004,1,San Miguel,8,0,NA,NA,2004-01-01
2004,1,Santa Cruz,997,316,NA,NA,2004-01-01
2004,1,Isthmus,112,0,NA,NA,2004-01-01
2004,1,Santa Rosa,49,0,NA,NA,2004-01-01
2004,2,Anacapa,534,7,NA,NA,2004-02-01
2004,2,Santa Barbara,40,0,NA,NA,2004-02-01
2004,2,San Miguel,0,0,NA,NA,2004-02-01
2004,2,Santa Cruz,923,174,NA,NA,2004-02-01
2004,2,Isthmus,300,100,NA,NA,2004-02-01
2004,2,Santa Rosa,32,10,NA,NA,2004-02-01
2004,3,Anacapa,2175,18,NA,NA,2004-03-01
2004,3,Santa Barbara,124,0,NA,NA,2004-03-01
2004,3,San Miguel,5,0,NA,NA,2004-03-01
2004,3,Santa Cruz,1908,350,NA,NA,2004-03-01
2004,3,Isthmus,214,0,NA,NA,2004-03-01
2004,3,Santa Rosa,66,4,NA,NA,2004-03-01
2004,4,Anacapa,1707,45,NA,NA,2004-04-01
2004,4,Santa Barbara,254,0,NA,NA,2004-04-01
2004,4,San Miguel,11,4,NA,NA,2004-04-01
2004,4,Santa Cruz,4495,1758,NA,NA,2004-04-01
2004,4,Isthmus,426,0,NA,NA,2004-04-01
2004,4,Santa Rosa,214,0,NA,NA,2004-04-01
2004,5,Anacapa,1654,70,NA,NA,2004-05-01
2004,5,Santa Barbara,67,0,NA,NA,2004-05-01
2004,5,San Miguel,91,30,NA,NA,2004-05-01
2004,5,Santa Cruz,5528,1652,NA,NA,2004-05-01
2004,5,Isthmus,350,0,NA,NA,2004-05-01
2004,5,Santa Rosa,307,122,NA,NA,2004-05-01
2004,6,Anacapa,1618,73,NA,NA,2004-06-01
2004,6,Santa Barbara,179,3,NA,NA,2004-06-01
2004,6,San Miguel,8,2,NA,NA,2004-06-01
2004,6,Santa Cruz,3201,1761,NA,NA,2004-06-01
2004,6,Isthmus,713,24,NA,NA,2004-06-01
2004,6,Santa Rosa,199,78,NA,NA,2004-06-01
2004,7,Anacapa,2148,106,NA,NA,2004-07-01
2004,7,Santa Barbara,274,72,NA,NA,2004-07-01
2004,7,San Miguel,259,114,NA,NA,2004-07-01
2004,7,Santa Cruz,8616,0,NA,NA,2004-07-01
2004,7,Isthmus,2452,201,NA,NA,2004-07-01
2004,7,Santa Rosa,784,415,NA,NA,2004-07-01
2004,8,Anacapa,2156,239,NA,NA,2004-08-01
2004,8,Santa Barbara,371,61,NA,NA,2004-08-01
2004,8,San Miguel,166,81,NA,NA,2004-08-01
2004,8,Santa Cruz,9665,3343,NA,NA,2004-08-01
2004,8,Isthmus,4337,166,NA,NA,2004-08-01
2004,8,Santa Rosa,993,586,NA,NA,2004-08-01
2004,9,Anacapa,884,141,NA,NA,2004-09-01
2004,9,Santa Barbara,195,23,NA,NA,2004-09-01
2004,9,San Miguel,357,81,NA,NA,2004-09-01
2004,9,Santa Cruz,5436,2450,NA,NA,2004-09-01
2004,9,Isthmus,463,2,NA,NA,2004-09-01
2004,9,Santa Rosa,709,394,NA,NA,2004-09-01
2004,10,Anacapa,666,83,NA,NA,2004-10-01
2004,10,Santa Barbara,41,0,NA,NA,2004-10-01
2004,10,San Miguel,296,114,NA,NA,2004-10-01
2004,10,Santa Cruz,3209,1565,NA,NA,2004-10-01
2004,10,Isthmus,395,16,NA,NA,2004-10-01
2004,10,Santa Rosa,393,165,NA,NA,2004-10-01
2004,11,Anacapa,602,30,NA,NA,2004-11-01
2004,11,Santa Barbara,16,0,NA,NA,2004-11-01
2004,11,San Miguel,0,0,NA,NA,2004-11-01
2004,11,Santa Cruz,978,430,NA,NA,2004-11-01
2004,11,Isthmus,272,1,NA,NA,2004-11-01
2004,11,Santa Rosa,45,14,NA,NA,2004-11-01
2004,12,Anacapa,43,0,NA,NA,2004-12-01
2004,12,Santa Barbara,0,0,NA,NA,2004-12-01
2004,12,San Miguel,0,0,NA,NA,2004-12-01
2004,12,Santa Cruz,406,98,NA,NA,2004-12-01
2004,12,Isthmus,140,1,NA,NA,2004-12-01
2004,12,Santa Rosa,16,0,NA,NA,2004-12-01
2005,1,Anacapa,170,0,NA,NA,2005-01-01
2005,1,Santa Barbara,0,0,NA,NA,2005-01-01
2005,1,San Miguel,0,0,NA,NA,2005-01-01
2005,1,Santa Cruz,205,0,NA,NA,2005-01-01
2005,1,Isthmus,45,0,NA,NA,2005-01-01
2005,1,Santa Rosa,0,0,NA,NA,2005-01-01
2005,2,Anacapa,369,4,NA,NA,2005-02-01
2005,2,Santa Barbara,5,0,NA,NA,2005-02-01
2005,2,San Miguel,2,0,NA,NA,2005-02-01
2005,2,Santa Cruz,475,62,NA,NA,2005-02-01
2005,2,Isthmus,165,13,NA,NA,2005-02-01
2005,2,Santa Rosa,0,0,NA,NA,2005-02-01
2005,3,Anacapa,1339,39,NA,NA,2005-03-01
2005,3,Santa Barbara,67,0,NA,NA,2005-03-01
2005,3,San Miguel,43,0,NA,NA,2005-03-01
2005,3,Santa Cruz,2291,516,NA,NA,2005-03-01
2005,3,Isthmus,395,56,NA,NA,2005-03-01
2005,3,Santa Rosa,22,0,NA,NA,2005-03-01
2005,4,Anacapa,1521,39,NA,NA,2005-04-01
2005,4,Santa Barbara,188,28,NA,NA,2005-04-01
2005,4,San Miguel,38,0,NA,NA,2005-04-01
2005,4,Santa Cruz,3333,887,NA,NA,2005-04-01
2005,4,Isthmus,782,41,NA,NA,2005-04-01
2005,4,Santa Rosa,50,6,NA,NA,2005-04-01
2005,5,Anacapa,1675,132,NA,NA,2005-05-01
2005,5,Santa Barbara,93,0,NA,NA,2005-05-01
2005,5,San Miguel,190,87,NA,NA,2005-05-01
2005,5,Santa Cruz,4365,1706,NA,NA,2005-05-01
2005,5,Isthmus,767,36,NA,NA,2005-05-01
2005,5,Santa Rosa,263,125,NA,NA,2005-05-01
2005,6,Anacapa,1654,87,NA,NA,2005-06-01
2005,6,Santa Barbara,137,69,NA,NA,2005-06-01
2005,6,San Miguel,128,0,NA,NA,2005-06-01
2005,6,Santa Cruz,6157,3009,NA,NA,2005-06-01
2005,6,Isthmus,700,33,NA,NA,2005-06-01
2005,6,Santa Rosa,200,80,NA,NA,2005-06-01
2005,7,Anacapa,2125,185,NA,NA,2005-07-01
2005,7,Santa Barbara,404,86,NA,NA,2005-07-01
2005,7,San Miguel,301,60,NA,NA,2005-07-01
2005,7,Santa Cruz,7904,2922,NA,NA,2005-07-01
2005,7,Isthmus,684,52,NA,NA,2005-07-01
2005,7,Santa Rosa,862,414,NA,NA,2005-07-01
2005,8,Anacapa,1655,132,NA,NA,2005-08-01
2005,8,Santa Barbara,401,93,NA,NA,2005-08-01
2005,8,San Miguel,379,163,NA,NA,2005-08-01
2005,8,Santa Cruz,6078,3292,NA,NA,2005-08-01
2005,8,Isthmus,1194,65,NA,NA,2005-08-01
2005,8,Santa Rosa,585,378,NA,NA,2005-08-01
2005,9,Anacapa,740,103,NA,NA,2005-09-01
2005,9,Santa Barbara,307,72,NA,NA,2005-09-01
2005,9,San Miguel,282,48,NA,NA,2005-09-01
2005,9,Santa Cruz,4148,2104,NA,NA,2005-09-01
2005,9,Isthmus,762,63,NA,NA,2005-09-01
2005,9,Santa Rosa,477,277,NA,NA,2005-09-01
2005,10,Anacapa,431,92,NA,NA,2005-10-01
2005,10,Santa Barbara,0,0,NA,NA,2005-10-01
2005,10,San Miguel,168,41,NA,NA,2005-10-01
2005,10,Santa Cruz,4170,1593,NA,NA,2005-10-01
2005,10,Isthmus,439,0,NA,NA,2005-10-01
2005,10,Santa Rosa,252,116,NA,NA,2005-10-01
2005,11,Anacapa,689,53,NA,NA,2005-11-01
2005,11,Santa Barbara,0,0,NA,NA,2005-11-01
2005,11,San Miguel,4,0,NA,NA,2005-11-01
2005,11,Santa Cruz,384,0,NA,NA,2005-11-01
2005,11,Isthmus,484,0,NA,NA,2005-11-01
2005,11,Santa Rosa,171,74,NA,NA,2005-11-01
2005,12,Anacapa,47,0,NA,NA,2005-12-01
2005,12,Santa Barbara,0,0,NA,NA,2005-12-01
2005,12,San Miguel,0,0,NA,NA,2005-12-01
2005,12,Santa Cruz,343,0,NA,NA,2005-12-01
2005,12,Isthmus,340,0,NA,NA,2005-12-01
2005,12,Santa Rosa,20,8,NA,NA,2005-12-01
2006,1,Anacapa,284,9,NA,NA,2006-01-01
2006,1,Santa Barbara,0,0,NA,NA,2006-01-01
2006,1,San Miguel,0,0,NA,NA,2006-01-01
2006,1,Santa Cruz,166,0,NA,NA,2006-01-01
2006,1,Isthmus,387,0,NA,NA,2006-01-01
2006,1,Santa Rosa,0,0,NA,NA,2006-01-01
2006,2,Anacapa,523,42,NA,NA,2006-02-01
2006,2,Santa Barbara,0,0,NA,NA,2006-02-01
2006,2,San Miguel,2,0,NA,NA,2006-02-01
2006,2,Santa Cruz,401,0,NA,NA,2006-02-01
2006,2,Isthmus,284,0,NA,NA,2006-02-01
2006,2,Santa Rosa,21,6,NA,NA,2006-02-01
2006,3,Anacapa,1081,6,NA,NA,2006-03-01
2006,3,Santa Barbara,0,0,NA,NA,2006-03-01
2006,3,San Miguel,32,0,NA,NA,2006-03-01
2006,3,Santa Cruz,1051,248,NA,NA,2006-03-01
2006,3,Isthmus,537,0,NA,NA,2006-03-01
2006,3,Santa Rosa,64,0,NA,NA,2006-03-01
2006,4,Anacapa,1774,40,NA,NA,2006-04-01
2006,4,Santa Barbara,0,0,NA,NA,2006-04-01
2006,4,San Miguel,18,0,NA,NA,2006-04-01
2006,4,Santa Cruz,2640,1055,NA,NA,2006-04-01
2006,4,Isthmus,719,0,NA,NA,2006-04-01
2006,4,Santa Rosa,124,40,NA,NA,2006-04-01
2006,5,Anacapa,1330,92,NA,NA,2006-05-01
2006,5,Santa Barbara,0,0,NA,NA,2006-05-01
2006,5,San Miguel,304,0,NA,NA,2006-05-01
2006,5,Santa Cruz,4155,1719,NA,NA,2006-05-01
2006,5,Isthmus,782,0,NA,NA,2006-05-01
2006,5,Santa Rosa,469,223,NA,NA,2006-05-01
2006,6,Anacapa,1685,76,NA,NA,2006-06-01
2006,6,Santa Barbara,0,0,NA,NA,2006-06-01
2006,6,San Miguel,8,12,NA,NA,2006-06-01
2006,6,Santa Cruz,5360,1987,NA,NA,2006-06-01
2006,6,Isthmus,773,0,NA,NA,2006-06-01
2006,6,Santa Rosa,472,259,NA,NA,2006-06-01
2006,7,Anacapa,1489,206,NA,NA,2006-07-01
2006,7,Santa Barbara,213,134,NA,NA,2006-07-01
2006,7,San Miguel,147,30,NA,NA,2006-07-01
2006,7,Santa Cruz,5923,2392,NA,NA,2006-07-01
2006,7,Isthmus,835,0,NA,NA,2006-07-01
2006,7,Santa Rosa,496,343,NA,NA,2006-07-01
2006,8,Anacapa,1740,196,NA,NA,2006-08-01
2006,8,Santa Barbara,246,60,NA,NA,2006-08-01
2006,8,San Miguel,403,168,NA,NA,2006-08-01
2006,8,Santa Cruz,5449,2680,NA,NA,2006-08-01
2006,8,Isthmus,670,0,NA,NA,2006-08-01
2006,8,Santa Rosa,975,540,NA,NA,2006-08-01
2006,9,Anacapa,999,72,NA,NA,2006-09-01
2006,9,Santa Barbara,674,98,NA,NA,2006-09-01
2006,9,San Miguel,497,105,NA,NA,2006-09-01
2006,9,Santa Cruz,4052,2372,NA,NA,2006-09-01
2006,9,Isthmus,654,0,NA,NA,2006-09-01
2006,9,Santa Rosa,550,390,NA,NA,2006-09-01
2006,10,Anacapa,443,77,NA,NA,2006-10-01
2006,10,Santa Barbara,28,0,NA,NA,2006-10-01
2006,10,San Miguel,170,62,NA,NA,2006-10-01
2006,10,Santa Cruz,2273,901,NA,NA,2006-10-01
2006,10,Isthmus,683,0,NA,NA,2006-10-01
2006,10,Santa Rosa,644,226,NA,NA,2006-10-01
2006,11,Anacapa,190,7,NA,NA,2006-11-01
2006,11,Santa Barbara,5,0,NA,NA,2006-11-01
2006,11,San Miguel,10,2,NA,NA,2006-11-01
2006,11,Santa Cruz,1189,512,NA,NA,2006-11-01
2006,11,Isthmus,362,0,NA,NA,2006-11-01
2006,11,Santa Rosa,232,88,NA,NA,2006-11-01
2006,12,Anacapa,104,4,NA,NA,2006-12-01
2006,12,Santa Barbara,6,0,NA,NA,2006-12-01
2006,12,San Miguel,0,0,NA,NA,2006-12-01
2006,12,Santa Cruz,995,213,NA,NA,2006-12-01
2006,12,Isthmus,0,0,NA,NA,2006-12-01
2006,12,Santa Rosa,0,0,NA,NA,2006-12-01
2007,1,Anacapa,284,0,NA,NA,2007-01-01
2007,1,Santa Barbara,14,0,NA,NA,2007-01-01
2007,1,San Miguel,10,0,NA,NA,2007-01-01
2007,1,Santa Cruz,689,183,NA,NA,2007-01-01
2007,1,Isthmus,211,0,NA,NA,2007-01-01
2007,1,Santa Rosa,9,0,NA,NA,2007-01-01
2007,2,Anacapa,523,42,NA,NA,2007-02-01
2007,2,Santa Barbara,10,0,NA,NA,2007-02-01
2007,2,San Miguel,0,0,NA,NA,2007-02-01
2007,2,Santa Cruz,539,158,NA,NA,2007-02-01
2007,2,Isthmus,233,0,NA,NA,2007-02-01
2007,2,Santa Rosa,4,0,NA,NA,2007-02-01
2007,3,Anacapa,1564,0,NA,NA,2007-03-01
2007,3,Santa Barbara,50,125,NA,NA,2007-03-01
2007,3,San Miguel,45,0,NA,NA,2007-03-01
2007,3,Santa Cruz,2782,727,NA,NA,2007-03-01
2007,3,Isthmus,543,0,NA,NA,2007-03-01
2007,3,Santa Rosa,51,0,NA,NA,2007-03-01
2007,4,Anacapa,1221,40,NA,NA,2007-04-01
2007,4,Santa Barbara,200,0,NA,NA,2007-04-01
2007,4,San Miguel,0,0,NA,NA,2007-04-01
2007,4,Santa Cruz,3274,1213,NA,NA,2007-04-01
2007,4,Isthmus,731,0,NA,NA,2007-04-01
2007,4,Santa Rosa,172,67,NA,NA,2007-04-01
2007,5,Anacapa,1536,92,NA,NA,2007-05-01
2007,5,Santa Barbara,75,0,NA,NA,2007-05-01
2007,5,San Miguel,119,69,NA,NA,2007-05-01
2007,5,Santa Cruz,4229,1700,NA,NA,2007-05-01
2007,5,Isthmus,728,0,NA,NA,2007-05-01
2007,5,Santa Rosa,392,196,NA,NA,2007-05-01
2007,6,Anacapa,1200,6,NA,NA,2007-06-01
2007,6,Santa Barbara,47,70,NA,NA,2007-06-01
2007,6,San Miguel,26,0,NA,NA,2007-06-01
2007,6,Santa Cruz,4470,1757,NA,NA,2007-06-01
2007,6,Isthmus,711,0,NA,NA,2007-06-01
2007,6,Santa Rosa,353,146,NA,NA,2007-06-01
2007,7,Anacapa,1556,61,NA,NA,2007-07-01
2007,7,Santa Barbara,10,275,NA,NA,2007-07-01
2007,7,San Miguel,205,75,NA,NA,2007-07-01
2007,7,Santa Cruz,4964,1985,NA,NA,2007-07-01
2007,7,Isthmus,781,100,NA,NA,2007-07-01
2007,7,Santa Rosa,1008,518,NA,NA,2007-07-01
2007,8,Anacapa,1226,120,NA,NA,2007-08-01
2007,8,Santa Barbara,85,60,NA,NA,2007-08-01
2007,8,San Miguel,204,77,NA,NA,2007-08-01
2007,8,Santa Cruz,6245,3222,NA,NA,2007-08-01
2007,8,Isthmus,786,100,NA,NA,2007-08-01
2007,8,Santa Rosa,885,447,NA,NA,2007-08-01
2007,9,Anacapa,880,75,NA,NA,2007-09-01
2007,9,Santa Barbara,62,75,NA,NA,2007-09-01
2007,9,San Miguel,380,110,NA,NA,2007-09-01
2007,9,Santa Cruz,3400,1550,NA,NA,2007-09-01
2007,9,Isthmus,857,0,NA,NA,2007-09-01
2007,9,Santa Rosa,881,372,NA,NA,2007-09-01
2007,10,Anacapa,298,100,NA,NA,2007-10-01
2007,10,Santa Barbara,124,0,NA,NA,2007-10-01
2007,10,San Miguel,56,0,NA,NA,2007-10-01
2007,10,Santa Cruz,2786,1190,NA,NA,2007-10-01
2007,10,Isthmus,681,0,NA,NA,2007-10-01
2007,10,Santa Rosa,495,179,NA,NA,2007-10-01
2007,11,Anacapa,245,0,NA,NA,2007-11-01
2007,11,Santa Barbara,10,0,NA,NA,2007-11-01
2007,11,San Miguel,100,0,NA,NA,2007-11-01
2007,11,Santa Cruz,1933,550,NA,NA,2007-11-01
2007,11,Isthmus,483,0,NA,NA,2007-11-01
2007,11,Santa Rosa,87,44,NA,NA,2007-11-01
2007,12,Anacapa,258,0,NA,NA,2007-12-01
2007,12,Santa Barbara,0,0,NA,NA,2007-12-01
2007,12,San Miguel,22,0,NA,NA,2007-12-01
2007,12,Santa Cruz,965,125,NA,NA,2007-12-01
2007,12,Isthmus,267,0,NA,NA,2007-12-01
2007,12,Santa Rosa,13,0,NA,NA,2007-12-01
2008,1,Anacapa,207,0,NA,NA,2008-01-01
2008,1,Santa Barbara,0,0,NA,NA,2008-01-01
2008,1,San Miguel,0,0,NA,NA,2008-01-01
2008,1,Santa Cruz,559,138,NA,NA,2008-01-01
2008,1,Isthmus,336,0,NA,NA,2008-01-01
2008,1,Santa Rosa,8,0,NA,NA,2008-01-01
2008,2,Anacapa,552,0,NA,NA,2008-02-01
2008,2,Santa Barbara,0,0,NA,NA,2008-02-01
2008,2,San Miguel,0,1,NA,NA,2008-02-01
2008,2,Santa Cruz,731,0,NA,NA,2008-02-01
2008,2,Isthmus,281,0,NA,NA,2008-02-01
2008,2,Santa Rosa,97,30,NA,NA,2008-02-01
