park,year,month,statistic,value,stat1,stat2,stat_desc
CHIS,1989,5,CL,0,Conc Lodging,conc_lodging,Concessioner Lodging Overnight Stays
CHIS,1989,5,CCG,0,Conc Camp,conc_camp,Concessioner Campground Overnight Stays
CHIS,1989,5,TT,0,Tent Camp,tent_camp,Tent Camping Overnight Stays (NPS)
CHIS,1989,5,TRVS,0,Rec Stays,rec_stays,Total Recreation Overnight Stays
CHIS,1989,5,TTRV,0,Tent & RV,tent_rv,Total Tent and RV Camping Stays
CHIS,1989,5,BC,116,Backcountry,backcountry,Backcountry Camping Overnight Stays
CHIS,1989,5,MISC,2675,Misc Stays,misc_stays,Miscellaneous Overnight Stays
CHIS,1989,5,NROS,1748,Non-Rec Stays,non_rec_stays,Non-Recreation Overnight Stays
CHIS,1989,5,TOS,4539,Total Stays,total_stays,Total Overnight Stays
CHIS,1989,5,TNRVH,97999,Non-Rec Hrs,non_rec_hrs,Total Non-Recreation Visitor Hours
CHIS,1989,6,TRV,11313,Rec Visits,rec_visits,Total Recreation Visits
CHIS,1989,6,TNRV,3771,Non-Rec Visits,non_rec_visits,Total Non-Recreation Visits
CHIS,1989,6,TV,15084,Total Visits,total_visits,Total Visits (Recreation + Non-Recreation)
CHIS,1989,6,TRVH,115689,Rec Hrs,rec_hrs,Total Recreation Visitor Hours
CHIS,1989,6,TH,206200,Total Hrs,total_hrs,Total Hours (Recreation + Non-Recreation)
CHIS,1989,6,CL,0,Conc Lodging,conc_lodging,Concessioner Lodging Overnight Stays
CHIS,1989,6,CCG,0,Conc Camp,conc_camp,Concessioner Campground Overnight Stays
CHIS,1989,6,TT,0,Tent Camp,tent_camp,Tent Camping Overnight Stays (NPS)
CHIS,1989,6,TRVS,0,Rec Stays,rec_stays,Total Recreation Overnight Stays
CHIS,1989,6,TTRV,0,Tent & RV,tent_rv,Total Tent and RV Camping Stays
CHIS,1989,6,BC,307,Backcountry,backcountry,Backcountry Camping Overnight Stays
CHIS,1989,6,MISC,2271,Misc Stays,misc_stays,Miscellaneous Overnight Stays
CHIS,1989,6,NROS,1484,Non-Rec Stays,non_rec_stays,Non-Recreation Overnight Stays
CHIS,1989,6,TOS,4062,Total Stays,total_stays,Total Overnight Stays
CHIS,1989,6,TNRVH,90511,Non-Rec Hrs,non_rec_hrs,Total Non-Recreation Visitor Hours
CHIS,1989,7,TRV,19689,Rec Visits,rec_visits,Total Recreation Visits
CHIS,1989,7,TNRV,6563,Non-Rec Visits,non_rec_visits,Total Non-Recreation Visits
CHIS,1989,7,TV,26252,Total Visits,total_visits,Total Visits (Recreation + Non-Recreation)
CHIS,1989,7,TRVH,209000,Rec Hrs,rec_hrs,Total Recreation Visitor Hours
CHIS,1989,7,TH,366516,Total Hrs,total_hrs,Total Hours (Recreation + Non-Recreation)
CHIS,1989,7,CL,0,Conc Lodging,conc_lodging,Concessioner Lodging Overnight Stays
CHIS,1989,7,CCG,0,Conc Camp,conc_camp,Concessioner Campground Overnight Stays
CHIS,1989,7,TT,0,Tent Camp,tent_camp,Tent Camping Overnight Stays (NPS)
CHIS,1989,7,TRVS,0,Rec Stays,rec_stays,Total Recreation Overnight Stays
CHIS,1989,7,TTRV,0,Tent & RV,tent_rv,Total Tent and RV Camping Stays
CHIS,1989,7,BC,279,Backcountry,backcountry,Backcountry Camping Overnight Stays
CHIS,1989,7,MISC,4175,Misc Stays,misc_stays,Miscellaneous Overnight Stays
CHIS,1989,7,NROS,2730,Non-Rec Stays,non_rec_stays,Non-Recreation Overnight Stays
CHIS,1989,7,TOS,7184,Total Stays,total_stays,Total Overnight Stays
CHIS,1989,7,TNRVH,157516,Non-Rec Hrs,non_rec_hrs,Total Non-Recreation Visitor Hours
CHIS,1989,8,TRV,17787,Rec Visits,rec_visits,Total Recreation Visits
CHIS,1989,8,TNRV,5929,Non-Rec Visits,non_rec_visits,Total Non-Recreation Visits
CHIS,1989,8,TV,23716,Total Visits,total_visits,Total Visits (Recreation + Non-Recreation)
CHIS,1989,8,TRVH,191104,Rec Hrs,rec_hrs,Total Recreation Visitor Hours
CHIS,1989,8,TH,333406,Total Hrs,total_hrs,Total Hours (Recreation + Non-Recreation)
CHIS,1989,8,CL,0,Conc Lodging,conc_lodging,Concessioner Lodging Overnight Stays
CHIS,1989,8,CCG,0,Conc Camp,conc_camp,Concessioner Campground Overnight Stays
CHIS,1989,8,TT,0,Tent Camp,tent_camp,Tent Camping Overnight Stays (NPS)
CHIS,1989,8,TRVS,0,Rec Stays,rec_stays,Total Recreation Overnight Stays
CHIS,1989,8,TTRV,0,Tent & RV,tent_rv,Total Tent and RV Camping Stays
CHIS,1989,8,BC,370,Backcountry,backcountry,Backcountry Camping Overnight Stays
CHIS,1989,8,MISC,3848,Misc Stays,misc_stays,Miscellaneous Overnight Stays
CHIS,1989,8,NROS,2515,Non-Rec Stays,non_rec_stays,Non-Recreation Overnight Stays
CHIS,1989,8,TOS,6733,Total Stays,total_stays,Total Overnight Stays
CHIS,1989,8,TNRVH,142302,Non-Rec Hrs,non_rec_hrs,Total Non-Recreation Visitor Hours
CHIS,1989,9,TRV,16051,Rec Visits,rec_visits,Total Recreation Visits
CHIS,1989,9,TNRV,5350,Non-Rec Visits,non_rec_visits,Total Non-Recreation Visits
CHIS,1989,9,TV,21401,Total Visits,total_visits,Total Visits (Recreation + Non-Recreation)
CHIS,1989,9,TRVH,166345,Rec Hrs,rec_hrs,Total Recreation Visitor Hours
CHIS,1989,9,TH,294756,Total Hrs,total_hrs,Total Hours (Recreation + Non-Recreation)
CHIS,1989,9,CL,0,Conc Lodging,conc_lodging,Concessioner Lodging Overnight Stays
CHIS,1989,9,CCG,0,Conc Camp,conc_camp,Concessioner Campground Overnight Stays
CHIS,1989,9,TT,0,Tent Camp,tent_camp,Tent Camping Overnight Stays (NPS)
CHIS,1989,9,TRVS,0,Rec Stays,rec_stays,Total Recreation Overnight Stays
CHIS,1989,9,TTRV,0,Tent & RV,tent_rv,Total Tent and RV Camping Stays
CHIS,1989,9,BC,268,Backcountry,backcountry,Backcountry Camping Overnight Stays
CHIS,1989,9,MISC,3395,Misc Stays,misc_stays,Miscellaneous Overnight Stays
CHIS,1989,9,NROS,2219,Non-Rec Stays,non_rec_stays,Non-Recreation Overnight Stays
CHIS,1989,9,TOS,5882,Total Stays,total_stays,Total Overnight Stays
CHIS,1989,9,TNRVH,128411,Non-Rec Hrs,non_rec_hrs,Total Non-Recreation Visitor Hours
CHIS,1989,10,TRV,12604,Rec Visits,rec_visits,Total Recreation Visits
CHIS,1989,10,TNRV,4201,Non-Rec Visits,non_rec_visits,Total Non-Recreation Visits
CHIS,1989,10,TV,16805,Total Visits,total_visits,Total Visits (Recreation + Non-Recreation)
CHIS,1989,10,TRVH,134194,Rec Hrs,rec_hrs,Total Recreation Visitor Hours
CHIS,1989,10,TH,235032,Total Hrs,total_hrs,Total Hours (Recreation + Non-Recreation)
CHIS,1989,10,CL,0,Conc Lodging,conc_lodging,Concessioner Lodging Overnight Stays
CHIS,1989,10,CCG,0,Conc Camp,conc_camp,Concessioner Campground Overnight Stays
CHIS,1989,10,TT,0,Tent Camp,tent_camp,Tent Camping Overnight Stays (NPS)
CHIS,1989,10,TRVS,0,Rec Stays,rec_stays,Total Recreation Overnight Stays
CHIS,1989,10,TTRV,0,Tent & RV,tent_rv,Total Tent and RV Camping Stays
CHIS,1989,10,BC,134,Backcountry,backcountry,Backcountry Camping Overnight Stays
CHIS,1989,10,MISC,2740,Misc Stays,misc_stays,Miscellaneous Overnight Stays
CHIS,1989,10,NROS,1838,Non-Rec Stays,non_rec_stays,Non-Recreation Overnight Stays
CHIS,1989,10,TOS,4712,Total Stays,total_stays,Total Overnight Stays
CHIS,1989,10,TNRVH,100838,Non-Rec Hrs,non_rec_hrs,Total Non-Recreation Visitor Hours
CHIS,1989,11,TRV,10953,Rec Visits,rec_visits,Total Recreation Visits
CHIS,1989,11,TNRV,3651,Non-Rec Visits,non_rec_visits,Total Non-Recreation Visits
CHIS,1989,11,TV,14604,Total Visits,total_visits,Total Visits (Recreation + Non-Recreation)
CHIS,1989,11,TRVH,118302,Rec Hrs,rec_hrs,Total Recreation Visitor Hours
CHIS,1989,11,TH,205932,Total Hrs,total_hrs,Total Hours (Recreation + Non-Recreation)
CHIS,1989,11,CL,0,Conc Lodging,conc_lodging,Concessioner Lodging Overnight Stays
CHIS,1989,11,CCG,0,Conc Camp,conc_camp,Concessioner Campground Overnight Stays
CHIS,1989,11,TT,0,Tent Camp,tent_camp,Tent Camping Overnight Stays (NPS)
CHIS,1989,11,TRVS,0,Rec Stays,rec_stays,Total Recreation Overnight Stays
CHIS,1989,11,TTRV,0,Tent & RV,tent_rv,Total Tent and RV Camping Stays
CHIS,1989,11,BC,71,Backcountry,backcountry,Backcountry Camping Overnight Stays
CHIS,1989,11,MISC,2369,Misc Stays,misc_stays,Miscellaneous Overnight Stays
CHIS,1989,11,NROS,1551,Non-Rec Stays,non_rec_stays,Non-Recreation Overnight Stays
CHIS,1989,11,TOS,3991,Total Stays,total_stays,Total Overnight Stays
CHIS,1989,11,TNRVH,87630,Non-Rec Hrs,non_rec_hrs,Total Non-Recreation Visitor Hours
CHIS,1989,12,TRV,8769,Rec Visits,rec_visits,Total Recreation Visits
CHIS,1989,12,TNRV,2923,Non-Rec Visits,non_rec_visits,Total Non-Recreation Visits
CHIS,1989,12,TV,11692,Total Visits,total_visits,Total Visits (Recreation + Non-Recreation)
CHIS,1989,12,TRVH,90237,Rec Hrs,rec_hrs,Total Recreation Visitor Hours
CHIS,1989,12,TH,160390,Total Hrs,total_hrs,Total Hours (Recreation + Non-Recreation)
CHIS,1989,12,CL,0,Conc Lodging,conc_lodging,Concessioner Lodging Overnight Stays
CHIS,1989,12,CCG,0,Conc Camp,conc_camp,Concessioner Campground Overnight Stays
CHIS,1989,12,TT,0,Tent Camp,tent_camp,Tent Camping Overnight Stays (NPS)
CHIS,1989,12,TRVS,0,Rec Stays,rec_stays,Total Recreation Overnight Stays
CHIS,1989,12,TTRV,0,Tent & RV,tent_rv,Total Tent and RV Camping Stays
CHIS,1989,12,BC,51,Backcountry,backcountry,Backcountry Camping Overnight Stays
CHIS,1989,12,MISC,1803,Misc Stays,misc_stays,Miscellaneous Overnight Stays
CHIS,1989,12,NROS,1178,Non-Rec Stays,non_rec_stays,Non-Recreation Overnight Stays
CHIS,1989,12,TOS,3032,Total Stays,total_stays,Total Overnight Stays
CHIS,1989,12,TNRVH,70153,Non-Rec Hrs,non_rec_hrs,Total Non-Recreation Visitor Hours
CHIS,1990,1,TRV,11640,Rec Visits,rec_visits,Total Recreation Visits
CHIS,1990,1,TNRV,1199,Non-Rec Visits,non_rec_visits,Total Non-Recreation Visits
CHIS,1990,1,TV,12839,Total Visits,total_visits,Total Visits (Recreation + Non-Recreation)
CHIS,1990,1,TRVH,92402,Rec Hrs,rec_hrs,Total Recreation Visitor Hours
CHIS,1990,1,TH,121192,Total Hrs,total_hrs,Total Hours (Recreation + Non-Recreation)
CHIS,1990,1,CL,0,Conc Lodging,conc_lodging,Concessioner Lodging Overnight Stays
CHIS,1990,1,CCG,0,Conc Camp,conc_camp,Concessioner Campground Overnight Stays
CHIS,1990,1,TT,0,Tent Camp,tent_camp,Tent Camping Overnight Stays (NPS)
CHIS,1990,1,TRVS,0,Rec Stays,rec_stays,Total Recreation Overnight Stays
CHIS,1990,1,TTRV,0,Tent & RV,tent_rv,Total Tent and RV Camping Stays
CHIS,1990,1,BC,42,Backcountry,backcountry,Backcountry Camping Overnight Stays
CHIS,1990,1,MISC,1835,Misc Stays,misc_stays,Miscellaneous Overnight Stays
CHIS,1990,1,NROS,1199,Non-Rec Stays,non_rec_stays,Non-Recreation Overnight Stays
CHIS,1990,1,TOS,3076,Total Stays,total_stays,Total Overnight Stays
CHIS,1990,1,TNRVH,28790,Non-Rec Hrs,non_rec_hrs,Total Non-Recreation Visitor Hours
CHIS,1990,2,TRV,7101,Rec Visits,rec_visits,Total Recreation Visits
CHIS,1990,2,TNRV,2367,Non-Rec Visits,non_rec_visits,Total Non-Recreation Visits
CHIS,1990,2,TV,9468,Total Visits,total_visits,Total Visits (Recreation + Non-Recreation)
CHIS,1990,2,TRVH,73611,Rec Hrs,rec_hrs,Total Recreation Visitor Hours
CHIS,1990,2,TH,130422,Total Hrs,total_hrs,Total Hours (Recreation + Non-Recreation)
CHIS,1990,2,CL,0,Conc Lodging,conc_lodging,Concessioner Lodging Overnight Stays
CHIS,1990,2,CCG,0,Conc Camp,conc_camp,Concessioner Campground Overnight Stays
CHIS,1990,2,TT,0,Tent Camp,tent_camp,Tent Camping Overnight Stays (NPS)
CHIS,1990,2,TRVS,0,Rec Stays,rec_stays,Total Recreation Overnight Stays
CHIS,1990,2,TTRV,0,Tent & RV,tent_rv,Total Tent and RV Camping Stays
CHIS,1990,2,BC,66,Backcountry,backcountry,Backcountry Camping Overnight Stays
CHIS,1990,2,MISC,1433,Misc Stays,misc_stays,Miscellaneous Overnight Stays
CHIS,1990,2,NROS,945,Non-Rec Stays,non_rec_stays,Non-Recreation Overnight Stays
CHIS,1990,2,TOS,2444,Total Stays,total_stays,Total Overnight Stays
CHIS,1990,2,TNRVH,56811,Non-Rec Hrs,non_rec_hrs,Total Non-Recreation Visitor Hours
CHIS,1990,3,TRV,8183,Rec Visits,rec_visits,Total Recreation Visits
CHIS,1990,3,TNRV,2727,Non-Rec Visits,non_rec_visits,Total Non-Recreation Visits
CHIS,1990,3,TV,10910,Total Visits,total_visits,Total Visits (Recreation + Non-Recreation)
CHIS,1990,3,TRVH,84461,Rec Hrs,rec_hrs,Total Recreation Visitor Hours
CHIS,1990,3,TH,149927,Total Hrs,total_hrs,Total Hours (Recreation + Non-Recreation)
CHIS,1990,3,CL,0,Conc Lodging,conc_lodging,Concessioner Lodging Overnight Stays
CHIS,1990,3,CCG,0,Conc Camp,conc_camp,Concessioner Campground Overnight Stays
CHIS,1990,3,TT,0,Tent Camp,tent_camp,Tent Camping Overnight Stays (NPS)
CHIS,1990,3,TRVS,0,Rec Stays,rec_stays,Total Recreation Overnight Stays
CHIS,1990,3,TTRV,0,Tent & RV,tent_rv,Total Tent and RV Camping Stays
CHIS,1990,3,BC,95,Backcountry,backcountry,Backcountry Camping Overnight Stays
CHIS,1990,3,MISC,1656,Misc Stays,misc_stays,Miscellaneous Overnight Stays
CHIS,1990,3,NROS,1097,Non-Rec Stays,non_rec_stays,Non-Recreation Overnight Stays
CHIS,1990,3,TOS,2848,Total Stays,total_stays,Total Overnight Stays
CHIS,1990,3,TNRVH,65466,Non-Rec Hrs,non_rec_hrs,Total Non-Recreation Visitor Hours
CHIS,1990,4,TRV,11908,Rec Visits,rec_visits,Total Recreation Visits
CHIS,1990,4,TNRV,3969,Non-Rec Visits,non_rec_visits,Total Non-Recreation Visits
CHIS,1990,4,TV,15877,Total Visits,total_visits,Total Visits (Recreation + Non-Recreation)
CHIS,1990,4,TRVH,133181,Rec Hrs,rec_hrs,Total Recreation Visitor Hours
CHIS,1990,4,TH,228449,Total Hrs,total_hrs,Total Hours (Recreation + Non-Recreation)
CHIS,1990,4,CL,0,Conc Lodging,conc_lodging,Concessioner Lodging Overnight Stays
CHIS,1990,4,CCG,0,Conc Camp,conc_camp,Concessioner Campground Overnight Stays
CHIS,1990,4,TT,0,Tent Camp,tent_camp,Tent Camping Overnight Stays (NPS)
CHIS,1990,4,TRVS,0,Rec Stays,rec_stays,Total Recreation Overnight Stays
CHIS,1990,4,TTRV,0,Tent & RV,tent_rv,Total Tent and RV Camping Stays
CHIS,1990,4,BC,166,Backcountry,backcountry,Backcountry Camping Overnight Stays
CHIS,1990,4,MISC,2610,Misc Stays,misc_stays,Miscellaneous Overnight Stays
CHIS,1990,4,NROS,1706,Non-Rec Stays,non_rec_stays,Non-Recreation Overnight Stays
CHIS,1990,4,TOS,4482,Total Stays,total_stays,Total Overnight Stays
CHIS,1990,4,TNRVH,95268,Non-Rec Hrs,non_rec_hrs,Total Non-Recreation Visitor Hours
CHIS,1990,5,TRV,9579,Rec Visits,rec_visits,Total Recreation Visits
CHIS,1990,5,TNRV,3193,Non-Rec Visits,non_rec_visits,Total Non-Recreation Visits
CHIS,1990,5,TV,12772,Total Visits,total_visits,Total Visits (Recreation + Non-Recreation)
CHIS,1990,5,TRVH,102611,Rec Hrs,rec_hrs,Total Recreation Visitor Hours
CHIS,1990,5,TH,179247,Total Hrs,total_hrs,Total Hours (Recreation + Non-Recreation)
CHIS,1990,5,CL,0,Conc Lodging,conc_lodging,Concessioner Lodging Overnight Stays
CHIS,1990,5,CCG,0,Conc Camp,conc_camp,Concessioner Campground Overnight Stays
CHIS,1990,5,TT,0,Tent Camp,tent_camp,Tent Camping Overnight Stays (NPS)
CHIS,1990,5,TRVS,0,Rec Stays,rec_stays,Total Recreation Overnight Stays
CHIS,1990,5,TTRV,0,Tent & RV,tent_rv,Total Tent and RV Camping Stays
CHIS,1990,5,BC,387,Backcountry,backcountry,Backcountry Camping Overnight Stays
CHIS,1990,5,MISC,2036,Misc Stays,misc_stays,Miscellaneous Overnight Stays
CHIS,1990,5,NROS,1399,Non-Rec Stays,non_rec_stays,Non-Recreation Overnight Stays
CHIS,1990,5,TOS,3822,Total Stays,total_stays,Total Overnight Stays
CHIS,1990,5,TNRVH,76636,Non-Rec Hrs,non_rec_hrs,Total Non-Recreation Visitor Hours
CHIS,1990,6,TRV,10708,Rec Visits,rec_visits,Total Recreation Visits
CHIS,1990,6,TNRV,3569,Non-Rec Visits,non_rec_visits,Total Non-Recreation Visits
CHIS,1990,6,TV,14277,Total Visits,total_visits,Total Visits (Recreation + Non-Recreation)
CHIS,1990,6,TRVH,115009,Rec Hrs,rec_hrs,Total Recreation Visitor Hours
CHIS,1990,6,TH,200679,Total Hrs,total_hrs,Total Hours (Recreation + Non-Recreation)
CHIS,1990,6,CL,0,Conc Lodging,conc_lodging,Concessioner Lodging Overnight Stays
CHIS,1990,6,CCG,0,Conc Camp,conc_camp,Concessioner Campground Overnight Stays
CHIS,1990,6,TT,0,Tent Camp,tent_camp,Tent Camping Overnight Stays (NPS)
CHIS,1990,6,TRVS,0,Rec Stays,rec_stays,Total Recreation Overnight Stays
CHIS,1990,6,TTRV,0,Tent & RV,tent_rv,Total Tent and RV Camping Stays
CHIS,1990,6,BC,236,Backcountry,backcountry,Backcountry Camping Overnight Stays
CHIS,1990,6,MISC,2257,Misc Stays,misc_stays,Miscellaneous Overnight Stays
CHIS,1990,6,NROS,1498,Non-Rec Stays,non_rec_stays,Non-Recreation Overnight Stays
CHIS,1990,6,TOS,3991,Total Stays,total_stays,Total Overnight Stays
CHIS,1990,6,TNRVH,85670,Non-Rec Hrs,non_rec_hrs,Total Non-Recreation Visitor Hours
CHIS,1990,7,TRV,16876,Rec Visits,rec_visits,Total Recreation Visits
CHIS,1990,7,TNRV,5625,Non-Rec Visits,non_rec_visits,Total Non-Recreation Visits
CHIS,1990,7,TV,22501,Total Visits,total_visits,Total Visits (Recreation + Non-Recreation)
CHIS,1990,7,TRVH,185066,Rec Hrs,rec_hrs,Total Recreation Visitor Hours
CHIS,1990,7,TH,320081,Total Hrs,total_hrs,Total Hours (Recreation + Non-Recreation)
CHIS,1990,7,CL,0,Conc Lodging,conc_lodging,Concessioner Lodging Overnight Stays
CHIS,1990,7,CCG,0,Conc Camp,conc_camp,Concessioner Campground Overnight Stays
CHIS,1990,7,TT,0,Tent Camp,tent_camp,Tent Camping Overnight Stays (NPS)
CHIS,1990,7,TRVS,0,Rec Stays,rec_stays,Total Recreation Overnight Stays
CHIS,1990,7,TTRV,0,Tent & RV,tent_rv,Total Tent and RV Camping Stays
CHIS,1990,7,BC,275,Backcountry,backcountry,Backcountry Camping Overnight Stays
CHIS,1990,7,MISC,3722,Misc Stays,misc_stays,Miscellaneous Overnight Stays
CHIS,1990,7,NROS,2611,Non-Rec Stays,non_rec_stays,Non-Recreation Overnight Stays
CHIS,1990,7,TOS,6608,Total Stays,total_stays,Total Overnight Stays
CHIS,1990,7,TNRVH,135015,Non-Rec Hrs,non_rec_hrs,Total Non-Recreation Visitor Hours
CHIS,1990,8,TRV,22035,Rec Visits,rec_visits,Total Recreation Visits
CHIS,1990,8,TNRV,7345,Non-Rec Visits,non_rec_visits,Total Non-Recreation Visits
CHIS,1990,8,TV,29380,Total Visits,total_visits,Total Visits (Recreation + Non-Recreation)
CHIS,1990,8,TRVH,240838,Rec Hrs,rec_hrs,Total Recreation Visitor Hours
CHIS,1990,8,TH,417122,Total Hrs,total_hrs,Total Hours (Recreation + Non-Recreation)
CHIS,1990,8,CL,0,Conc Lodging,conc_lodging,Concessioner Lodging Overnight Stays
CHIS,1990,8,CCG,0,Conc Camp,conc_camp,Concessioner Campground Overnight Stays
CHIS,1990,8,TT,0,Tent Camp,tent_camp,Tent Camping Overnight Stays (NPS)
CHIS,1990,8,TRVS,0,Rec Stays,rec_stays,Total Recreation Overnight Stays
CHIS,1990,8,TTRV,0,Tent & RV,tent_rv,Total Tent and RV Camping Stays
CHIS,1990,8,BC,237,Backcountry,backcountry,Backcountry Camping Overnight Stays
CHIS,1990,8,MISC,4915,Misc Stays,misc_stays,Miscellaneous Overnight Stays
CHIS,1990,8,NROS,3244,Non-Rec Stays,non_rec_stays,Non-Recreation Overnight Stays
CHIS,1990,8,TOS,8396,Total Stays,total_stays,Total Overnight Stays
CHIS,1990,8,TNRVH,176284,Non-Rec Hrs,non_rec_hrs,Total Non-Recreation Visitor Hours
CHIS,1990,9,TRV,6852,Rec Visits,rec_visits,Total Recreation Visits
CHIS,1990,9,TNRV,2284,Non-Rec Visits,non_rec_visits,Total Non-Recreation Visits
CHIS,1990,9,TV,9136,Total Visits,total_visits,Total Visits (Recreation + Non-Recreation)
CHIS,1990,9,TRVH,73930,Rec Hrs,rec_hrs,Total Recreation Visitor Hours
CHIS,1990,9,TH,128746,Total Hrs,total_hrs,Total Hours (Recreation + Non-Recreation)
CHIS,1990,9,CL,0,Conc Lodging,conc_lodging,Concessioner Lodging Overnight Stays
CHIS,1990,9,CCG,0,Conc Camp,conc_camp,Concessioner Campground Overnight Stays
CHIS,1990,9,TT,0,Tent Camp,tent_camp,Tent Camping Overnight Stays (NPS)
CHIS,1990,9,TRVS,0,Rec Stays,rec_stays,Total Recreation Overnight Stays
CHIS,1990,9,TTRV,0,Tent & RV,tent_rv,Total Tent and RV Camping Stays
CHIS,1990,9,BC,89,Backcountry,backcountry,Backcountry Camping Overnight Stays
CHIS,1990,9,MISC,1425,Misc Stays,misc_stays,Miscellaneous Overnight Stays
CHIS,1990,9,NROS,1074,Non-Rec Stays,non_rec_stays,Non-Recreation Overnight Stays
CHIS,1990,9,TOS,2588,Total Stays,total_stays,Total Overnight Stays
CHIS,1990,9,TNRVH,54816,Non-Rec Hrs,non_rec_hrs,Total Non-Recreation Visitor Hours
CHIS,1990,10,TRV,15878,Rec Visits,rec_visits,Total Recreation Visits
CHIS,1990,10,TNRV,5292,Non-Rec Visits,non_rec_visits,Total Non-Recreation Visits
CHIS,1990,10,TV,21170,Total Visits,total_visits,Total Visits (Recreation + Non-Recreation)
CHIS,1990,10,TRVH,169361,Rec Hrs,rec_hrs,Total Recreation Visitor Hours
CHIS,1990,10,TH,296390,Total Hrs,total_hrs,Total Hours (Recreation + Non-Recreation)
CHIS,1990,10,CL,0,Conc Lodging,conc_lodging,Concessioner Lodging Overnight Stays
CHIS,1990,10,CCG,0,Conc Camp,conc_camp,Concessioner Campground Overnight Stays
CHIS,1990,10,TT,0,Tent Camp,tent_camp,Tent Camping Overnight Stays (NPS)
CHIS,1990,10,TRVS,0,Rec Stays,rec_stays,Total Recreation Overnight Stays
CHIS,1990,10,TTRV,0,Tent & RV,tent_rv,Total Tent and RV Camping Stays
CHIS,1990,10,BC,85,Backcountry,backcountry,Backcountry Camping Overnight Stays
CHIS,1990,10,MISC,3488,Misc Stays,misc_stays,Miscellaneous Overnight Stays
CHIS,1990,10,NROS,2335,Non-Rec Stays,non_rec_stays,Non-Recreation Overnight Stays
CHIS,1990,10,TOS,5908,Total Stays,total_stays,Total Overnight Stays
CHIS,1990,10,TNRVH,127029,Non-Rec Hrs,non_rec_hrs,Total Non-Recreation Visitor Hours
CHIS,1990,11,TRV,13385,Rec Visits,rec_visits,Total Recreation Visits
CHIS,1990,11,TNRV,4461,Non-Rec Visits,non_rec_visits,Total Non-Recreation Visits
CHIS,1990,11,TV,17846,Total Visits,total_visits,Total Visits (Recreation + Non-Recreation)
CHIS,1990,11,TRVH,145020,Rec Hrs,rec_hrs,Total Recreation Visitor Hours
CHIS,1990,11,TH,252104,Total Hrs,total_hrs,Total Hours (Recreation + Non-Recreation)
CHIS,1990,11,CL,0,Conc Lodging,conc_lodging,Concessioner Lodging Overnight Stays
CHIS,1990,11,CCG,0,Conc Camp,conc_camp,Concessioner Campground Overnight Stays
CHIS,1990,11,TT,0,Tent Camp,tent_camp,Tent Camping Overnight Stays (NPS)
CHIS,1990,11,TRVS,0,Rec Stays,rec_stays,Total Recreation Overnight Stays
CHIS,1990,11,TTRV,0,Tent & RV,tent_rv,Total Tent and RV Camping Stays
CHIS,1990,11,BC,53,Backcountry,backcountry,Backcountry Camping Overnight Stays
CHIS,1990,11,MISC,2936,Misc Stays,misc_stays,Miscellaneous Overnight Stays
CHIS,1990,11,NROS,1965,Non-Rec Stays,non_rec_stays,Non-Recreation Overnight Stays
CHIS,1990,11,TOS,4954,Total Stays,total_stays,Total Overnight Stays
CHIS,1990,11,TNRVH,107084,Non-Rec Hrs,non_rec_hrs,Total Non-Recreation Visitor Hours
CHIS,1990,12,TRV,9938,Rec Visits,rec_visits,Total Recreation Visits
CHIS,1990,12,TNRV,3312,Non-Rec Visits,non_rec_visits,Total Non-Recreation Visits
CHIS,1990,12,TV,13250,Total Visits,total_visits,Total Visits (Recreation + Non-Recreation)
CHIS,1990,12,TRVH,105379,Rec Hrs,rec_hrs,Total Recreation Visitor Hours
CHIS,1990,12,TH,184888,Total Hrs,total_hrs,Total Hours (Recreation + Non-Recreation)
CHIS,1990,12,CL,0,Conc Lodging,conc_lodging,Concessioner Lodging Overnight Stays
CHIS,1990,12,CCG,0,Conc Camp,conc_camp,Concessioner Campground Overnight Stays
CHIS,1990,12,TT,0,Tent Camp,tent_camp,Tent Camping Overnight Stays (NPS)
CHIS,1990,12,TRVS,0,Rec Stays,rec_stays,Total Recreation Overnight Stays
CHIS,1990,12,TTRV,0,Tent & RV,tent_rv,Total Tent and RV Camping Stays
CHIS,1990,12,BC,8,Backcountry,backcountry,Backcountry Camping Overnight Stays
CHIS,1990,12,MISC,2113,Misc Stays,misc_stays,Miscellaneous Overnight Stays
CHIS,1990,12,NROS,1382,Non-Rec Stays,non_rec_stays,Non-Recreation Overnight Stays
CHIS,1990,12,TOS,3503,Total Stays,total_stays,Total Overnight Stays
CHIS,1990,12,TNRVH,79509,Non-Rec Hrs,non_rec_hrs,Total Non-Recreation Visitor Hours
CHIS,1991,1,TRV,12309,Rec Visits,rec_visits,Total Recreation Visits
CHIS,1991,1,TNRV,1075,Non-Rec Visits,non_rec_visits,Total Non-Recreation Visits
CHIS,1991,1,TV,13384,Total Visits,total_visits,Total Visits (Recreation + Non-Recreation)
CHIS,1991,1,TRVH,84255,Rec Hrs,rec_hrs,Total Recreation Visitor Hours
CHIS,1991,1,TH,110069,Total Hrs,total_hrs,Total Hours (Recreation + Non-Recreation)
CHIS,1991,1,CL,0,Conc Lodging,conc_lodging,Concessioner Lodging Overnight Stays
CHIS,1991,1,CCG,0,Conc Camp,conc_camp,Concessioner Campground Overnight Stays
CHIS,1991,1,TT,0,Tent Camp,tent_camp,Tent Camping Overnight Stays (NPS)
