park,year,month,statistic,value,stat1,stat2,stat_desc
CHIS,2016,3,MISC,1728,Misc Stays,misc_stays,Miscellaneous Overnight Stays
CHIS,2016,3,NROS,698,Non-Rec Stays,non_rec_stays,Non-Recreation Overnight Stays
CHIS,2016,3,TOS,3548,Total Stays,total_stays,Total Overnight Stays
CHIS,2016,3,TNRVH,11208,Non-Rec Hrs,non_rec_hrs,Total Non-Recreation Visitor Hours
CHIS,2016,6,TRV,39342,Rec Visits,rec_visits,Total Recreation Visits
CHIS,2016,6,TNRV,1058,Non-Rec Visits,non_rec_visits,Total Non-Recreation Visits
CHIS,2016,6,TV,40400,Total Visits,total_visits,Total Visits (Recreation + Non-Recreation)
CHIS,2016,6,TRVH,444532,Rec Hrs,rec_hrs,Total Recreation Visitor Hours
CHIS,2016,6,TH,469924,Total Hrs,total_hrs,Total Hours (Recreation + Non-Recreation)
CHIS,2016,6,CL,0,Conc Lodging,conc_lodging,Concessioner Lodging Overnight Stays
CHIS,2016,6,CCG,0,Conc Camp,conc_camp,Concessioner Campground Overnight Stays
CHIS,2016,6,TT,0,Tent Camp,tent_camp,Tent Camping Overnight Stays (NPS)
CHIS,2016,6,TRVS,0,Rec Stays,rec_stays,Total Recreation Overnight Stays
CHIS,2016,6,TTRV,0,Tent & RV,tent_rv,Total Tent and RV Camping Stays
CHIS,2016,6,BC,3267,Backcountry,backcountry,Backcountry Camping Overnight Stays
CHIS,2016,6,MISC,2804,Misc Stays,misc_stays,Miscellaneous Overnight Stays
CHIS,2016,6,NROS,1372,Non-Rec Stays,non_rec_stays,Non-Recreation Overnight Stays
CHIS,2016,6,TOS,7443,Total Stays,total_stays,Total Overnight Stays
CHIS,2016,6,TNRVH,25392,Non-Rec Hrs,non_rec_hrs,Total Non-Recreation Visitor Hours
CHIS,2016,1,TRV,15710,Rec Visits,rec_visits,Total Recreation Visits
CHIS,2016,1,TNRV,447,Non-Rec Visits,non_rec_visits,Total Non-Recreation Visits
CHIS,2016,1,TV,16157,Total Visits,total_visits,Total Visits (Recreation + Non-Recreation)
CHIS,2016,1,TRVH,59409,Rec Hrs,rec_hrs,Total Recreation Visitor Hours
CHIS,2016,1,TH,70137,Total Hrs,total_hrs,Total Hours (Recreation + Non-Recreation)
CHIS,2016,1,CL,0,Conc Lodging,conc_lodging,Concessioner Lodging Overnight Stays
CHIS,2016,1,CCG,0,Conc Camp,conc_camp,Concessioner Campground Overnight Stays
CHIS,2016,1,TT,0,Tent Camp,tent_camp,Tent Camping Overnight Stays (NPS)
CHIS,2016,1,TRVS,0,Rec Stays,rec_stays,Total Recreation Overnight Stays
CHIS,2016,1,TTRV,0,Tent & RV,tent_rv,Total Tent and RV Camping Stays
CHIS,2016,1,BC,279,Backcountry,backcountry,Backcountry Camping Overnight Stays
CHIS,2016,1,MISC,441,Misc Stays,misc_stays,Miscellaneous Overnight Stays
CHIS,2016,1,NROS,626,Non-Rec Stays,non_rec_stays,Non-Recreation Overnight Stays
CHIS,2016,1,TOS,1346,Total Stays,total_stays,Total Overnight Stays
CHIS,2016,1,TNRVH,10728,Non-Rec Hrs,non_rec_hrs,Total Non-Recreation Visitor Hours
CHIS,2016,9,TRV,39450,Rec Visits,rec_visits,Total Recreation Visits
CHIS,2016,9,TNRV,700,Non-Rec Visits,non_rec_visits,Total Non-Recreation Visits
CHIS,2016,9,TV,40150,Total Visits,total_visits,Total Visits (Recreation + Non-Recreation)
CHIS,2016,9,TRVH,501250,Rec Hrs,rec_hrs,Total Recreation Visitor Hours
CHIS,2016,9,TH,518050,Total Hrs,total_hrs,Total Hours (Recreation + Non-Recreation)
CHIS,2016,9,CL,0,Conc Lodging,conc_lodging,Concessioner Lodging Overnight Stays
CHIS,2016,9,CCG,0,Conc Camp,conc_camp,Concessioner Campground Overnight Stays
CHIS,2016,9,TT,0,Tent Camp,tent_camp,Tent Camping Overnight Stays (NPS)
CHIS,2016,9,TRVS,0,Rec Stays,rec_stays,Total Recreation Overnight Stays
CHIS,2016,9,TTRV,0,Tent & RV,tent_rv,Total Tent and RV Camping Stays
CHIS,2016,9,BC,3364,Backcountry,backcountry,Backcountry Camping Overnight Stays
CHIS,2016,9,MISC,3996,Misc Stays,misc_stays,Miscellaneous Overnight Stays
CHIS,2016,9,NROS,1058,Non-Rec Stays,non_rec_stays,Non-Recreation Overnight Stays
CHIS,2016,9,TOS,8418,Total Stays,total_stays,Total Overnight Stays
CHIS,2016,9,TNRVH,16800,Non-Rec Hrs,non_rec_hrs,Total Non-Recreation Visitor Hours
CHIS,2016,4,TRV,26142,Rec Visits,rec_visits,Total Recreation Visits
CHIS,2016,4,TNRV,611,Non-Rec Visits,non_rec_visits,Total Non-Recreation Visits
CHIS,2016,4,TV,26753,Total Visits,total_visits,Total Visits (Recreation + Non-Recreation)
CHIS,2016,4,TRVH,177650,Rec Hrs,rec_hrs,Total Recreation Visitor Hours
CHIS,2016,4,TH,192314,Total Hrs,total_hrs,Total Hours (Recreation + Non-Recreation)
CHIS,2016,4,CL,0,Conc Lodging,conc_lodging,Concessioner Lodging Overnight Stays
CHIS,2016,4,CCG,0,Conc Camp,conc_camp,Concessioner Campground Overnight Stays
CHIS,2016,4,TT,0,Tent Camp,tent_camp,Tent Camping Overnight Stays (NPS)
CHIS,2016,4,TRVS,0,Rec Stays,rec_stays,Total Recreation Overnight Stays
CHIS,2016,4,TTRV,0,Tent & RV,tent_rv,Total Tent and RV Camping Stays
CHIS,2016,4,BC,1213,Backcountry,backcountry,Backcountry Camping Overnight Stays
CHIS,2016,4,MISC,1184,Misc Stays,misc_stays,Miscellaneous Overnight Stays
CHIS,2016,4,NROS,720,Non-Rec Stays,non_rec_stays,Non-Recreation Overnight Stays
CHIS,2016,4,TOS,3116,Total Stays,total_stays,Total Overnight Stays
CHIS,2016,4,TNRVH,14664,Non-Rec Hrs,non_rec_hrs,Total Non-Recreation Visitor Hours
CHIS,2019,12,TRV,22062,Rec Visits,rec_visits,Total Recreation Visits
CHIS,2019,12,TNRV,292,Non-Rec Visits,non_rec_visits,Total Non-Recreation Visits
CHIS,2019,12,TV,22354,Total Visits,total_visits,Total Visits (Recreation + Non-Recreation)
CHIS,2019,12,TRVH,265216,Rec Hrs,rec_hrs,Total Recreation Visitor Hours
CHIS,2019,12,TH,272224,Total Hrs,total_hrs,Total Hours (Recreation + Non-Recreation)
CHIS,2019,12,CL,0,Conc Lodging,conc_lodging,Concessioner Lodging Overnight Stays
CHIS,2019,12,CCG,0,Conc Camp,conc_camp,Concessioner Campground Overnight Stays
CHIS,2019,12,TT,0,Tent Camp,tent_camp,Tent Camping Overnight Stays (NPS)
CHIS,2019,12,TRVS,0,Rec Stays,rec_stays,Total Recreation Overnight Stays
CHIS,2019,12,TTRV,0,Tent & RV,tent_rv,Total Tent and RV Camping Stays
CHIS,2019,12,BC,648,Backcountry,backcountry,Backcountry Camping Overnight Stays
CHIS,2019,12,MISC,864,Misc Stays,misc_stays,Miscellaneous Overnight Stays
CHIS,2019,12,NROS,674,Non-Rec Stays,non_rec_stays,Non-Recreation Overnight Stays
CHIS,2019,12,TOS,2186,Total Stays,total_stays,Total Overnight Stays
CHIS,2019,12,TNRVH,7008,Non-Rec Hrs,non_rec_hrs,Total Non-Recreation Visitor Hours
CHIS,2019,9,TRV,38681,Rec Visits,rec_visits,Total Recreation Visits
CHIS,2019,9,TNRV,348,Non-Rec Visits,non_rec_visits,Total Non-Recreation Visits
CHIS,2019,9,TV,39029,Total Visits,total_visits,Total Visits (Recreation + Non-Recreation)
CHIS,2019,9,TRVH,542859,Rec Hrs,rec_hrs,Total Recreation Visitor Hours
CHIS,2019,9,TH,551202,Total Hrs,total_hrs,Total Hours (Recreation + Non-Recreation)
CHIS,2019,9,CL,0,Conc Lodging,conc_lodging,Concessioner Lodging Overnight Stays
CHIS,2019,9,CCG,0,Conc Camp,conc_camp,Concessioner Campground Overnight Stays
CHIS,2019,9,TT,0,Tent Camp,tent_camp,Tent Camping Overnight Stays (NPS)
CHIS,2019,9,TRVS,0,Rec Stays,rec_stays,Total Recreation Overnight Stays
CHIS,2019,9,TTRV,0,Tent & RV,tent_rv,Total Tent and RV Camping Stays
CHIS,2019,9,BC,2791,Backcountry,backcountry,Backcountry Camping Overnight Stays
CHIS,2019,9,MISC,8708,Misc Stays,misc_stays,Miscellaneous Overnight Stays
CHIS,2019,9,NROS,936,Non-Rec Stays,non_rec_stays,Non-Recreation Overnight Stays
CHIS,2019,9,TOS,12434,Total Stays,total_stays,Total Overnight Stays
CHIS,2019,9,TNRVH,8344,Non-Rec Hrs,non_rec_hrs,Total Non-Recreation Visitor Hours
CHIS,2019,6,TRV,44915,Rec Visits,rec_visits,Total Recreation Visits
CHIS,2019,6,TNRV,481,Non-Rec Visits,non_rec_visits,Total Non-Recreation Visits
CHIS,2019,6,TV,45396,Total Visits,total_visits,Total Visits (Recreation + Non-Recreation)
CHIS,2019,6,TRVH,609130,Rec Hrs,rec_hrs,Total Recreation Visitor Hours
CHIS,2019,6,TH,620675,Total Hrs,total_hrs,Total Hours (Recreation + Non-Recreation)
CHIS,2019,6,CL,0,Conc Lodging,conc_lodging,Concessioner Lodging Overnight Stays
CHIS,2019,6,CCG,0,Conc Camp,conc_camp,Concessioner Campground Overnight Stays
CHIS,2019,6,TT,0,Tent Camp,tent_camp,Tent Camping Overnight Stays (NPS)
CHIS,2019,6,TRVS,0,Rec Stays,rec_stays,Total Recreation Overnight Stays
CHIS,2019,6,TTRV,0,Tent & RV,tent_rv,Total Tent and RV Camping Stays
CHIS,2019,6,BC,2484,Backcountry,backcountry,Backcountry Camping Overnight Stays
CHIS,2019,6,MISC,4334,Misc Stays,misc_stays,Miscellaneous Overnight Stays
CHIS,2019,6,NROS,600,Non-Rec Stays,non_rec_stays,Non-Recreation Overnight Stays
CHIS,2019,6,TOS,7418,Total Stays,total_stays,Total Overnight Stays
CHIS,2019,6,TNRVH,11545,Non-Rec Hrs,non_rec_hrs,Total Non-Recreation Visitor Hours
CHIS,2019,2,TRV,22263,Rec Visits,rec_visits,Total Recreation Visits
CHIS,2019,2,TNRV,281,Non-Rec Visits,non_rec_visits,Total Non-Recreation Visits
CHIS,2019,2,TV,22544,Total Visits,total_visits,Total Visits (Recreation + Non-Recreation)
CHIS,2019,2,TRVH,229853,Rec Hrs,rec_hrs,Total Recreation Visitor Hours
CHIS,2019,2,TH,236597,Total Hrs,total_hrs,Total Hours (Recreation + Non-Recreation)
CHIS,2019,2,CL,0,Conc Lodging,conc_lodging,Concessioner Lodging Overnight Stays
CHIS,2019,2,CCG,0,Conc Camp,conc_camp,Concessioner Campground Overnight Stays
CHIS,2019,2,TT,0,Tent Camp,tent_camp,Tent Camping Overnight Stays (NPS)
CHIS,2019,2,TRVS,0,Rec Stays,rec_stays,Total Recreation Overnight Stays
CHIS,2019,2,TTRV,0,Tent & RV,tent_rv,Total Tent and RV Camping Stays
CHIS,2019,2,BC,722,Backcountry,backcountry,Backcountry Camping Overnight Stays
CHIS,2019,2,MISC,504,Misc Stays,misc_stays,Miscellaneous Overnight Stays
CHIS,2019,2,NROS,342,Non-Rec Stays,non_rec_stays,Non-Recreation Overnight Stays
CHIS,2019,2,TOS,1568,Total Stays,total_stays,Total Overnight Stays
CHIS,2019,2,TNRVH,6744,Non-Rec Hrs,non_rec_hrs,Total Non-Recreation Visitor Hours
CHIS,2019,5,TRV,39070,Rec Visits,rec_visits,Total Recreation Visits
CHIS,2019,5,TNRV,745,Non-Rec Visits,non_rec_visits,Total Non-Recreation Visits
CHIS,2019,5,TV,39816,Total Visits,total_visits,Total Visits (Recreation + Non-Recreation)
CHIS,2019,5,TRVH,504262,Rec Hrs,rec_hrs,Total Recreation Visitor Hours
CHIS,2019,5,TH,522152,Total Hrs,total_hrs,Total Hours (Recreation + Non-Recreation)
CHIS,2019,5,CL,0,Conc Lodging,conc_lodging,Concessioner Lodging Overnight Stays
CHIS,2019,5,CCG,0,Conc Camp,conc_camp,Concessioner Campground Overnight Stays
CHIS,2019,5,TT,0,Tent Camp,tent_camp,Tent Camping Overnight Stays (NPS)
CHIS,2019,5,TRVS,0,Rec Stays,rec_stays,Total Recreation Overnight Stays
CHIS,2019,5,TTRV,0,Tent & RV,tent_rv,Total Tent and RV Camping Stays
CHIS,2019,5,BC,1962,Backcountry,backcountry,Backcountry Camping Overnight Stays
CHIS,2019,5,MISC,3528,Misc Stays,misc_stays,Miscellaneous Overnight Stays
CHIS,2019,5,NROS,576,Non-Rec Stays,non_rec_stays,Non-Recreation Overnight Stays
CHIS,2019,5,TOS,6066,Total Stays,total_stays,Total Overnight Stays
CHIS,2019,5,TNRVH,17889,Non-Rec Hrs,non_rec_hrs,Total Non-Recreation Visitor Hours
CHIS,2019,11,TRV,25212,Rec Visits,rec_visits,Total Recreation Visits
CHIS,2019,11,TNRV,279,Non-Rec Visits,non_rec_visits,Total Non-Recreation Visits
CHIS,2019,11,TV,25491,Total Visits,total_visits,Total Visits (Recreation + Non-Recreation)
CHIS,2019,11,TRVH,333865,Rec Hrs,rec_hrs,Total Recreation Visitor Hours
CHIS,2019,11,TH,340569,Total Hrs,total_hrs,Total Hours (Recreation + Non-Recreation)
CHIS,2019,11,CL,0,Conc Lodging,conc_lodging,Concessioner Lodging Overnight Stays
CHIS,2019,11,CCG,0,Conc Camp,conc_camp,Concessioner Campground Overnight Stays
CHIS,2019,11,TT,0,Tent Camp,tent_camp,Tent Camping Overnight Stays (NPS)
CHIS,2019,11,TRVS,0,Rec Stays,rec_stays,Total Recreation Overnight Stays
CHIS,2019,11,TTRV,0,Tent & RV,tent_rv,Total Tent and RV Camping Stays
CHIS,2019,11,BC,1066,Backcountry,backcountry,Backcountry Camping Overnight Stays
CHIS,2019,11,MISC,2344,Misc Stays,misc_stays,Miscellaneous Overnight Stays
CHIS,2019,11,NROS,874,Non-Rec Stays,non_rec_stays,Non-Recreation Overnight Stays
CHIS,2019,11,TOS,4284,Total Stays,total_stays,Total Overnight Stays
CHIS,2019,11,TNRVH,6704,Non-Rec Hrs,non_rec_hrs,Total Non-Recreation Visitor Hours
CHIS,2019,8,TRV,49793,Rec Visits,rec_visits,Total Recreation Visits
CHIS,2019,8,TNRV,333,Non-Rec Visits,non_rec_visits,Total Non-Recreation Visits
CHIS,2019,8,TV,50126,Total Visits,total_visits,Total Visits (Recreation + Non-Recreation)
CHIS,2019,8,TRVH,743094,Rec Hrs,rec_hrs,Total Recreation Visitor Hours
CHIS,2019,8,TH,751089,Total Hrs,total_hrs,Total Hours (Recreation + Non-Recreation)
CHIS,2019,8,CL,0,Conc Lodging,conc_lodging,Concessioner Lodging Overnight Stays
CHIS,2019,8,CCG,0,Conc Camp,conc_camp,Concessioner Campground Overnight Stays
CHIS,2019,8,TT,0,Tent Camp,tent_camp,Tent Camping Overnight Stays (NPS)
CHIS,2019,8,TRVS,0,Rec Stays,rec_stays,Total Recreation Overnight Stays
CHIS,2019,8,TTRV,0,Tent & RV,tent_rv,Total Tent and RV Camping Stays
CHIS,2019,8,BC,3506,Backcountry,backcountry,Backcountry Camping Overnight Stays
CHIS,2019,8,MISC,8374,Misc Stays,misc_stays,Miscellaneous Overnight Stays
CHIS,2019,8,NROS,778,Non-Rec Stays,non_rec_stays,Non-Recreation Overnight Stays
CHIS,2019,8,TOS,12658,Total Stays,total_stays,Total Overnight Stays
CHIS,2019,8,TNRVH,7995,Non-Rec Hrs,non_rec_hrs,Total Non-Recreation Visitor Hours
CHIS,2019,1,TRV,9193,Rec Visits,rec_visits,Total Recreation Visits
CHIS,2019,1,TNRV,175,Non-Rec Visits,non_rec_visits,Total Non-Recreation Visits
CHIS,2019,1,TV,9368,Total Visits,total_visits,Total Visits (Recreation + Non-Recreation)
CHIS,2019,1,TRVH,146626,Rec Hrs,rec_hrs,Total Recreation Visitor Hours
CHIS,2019,1,TH,150826,Total Hrs,total_hrs,Total Hours (Recreation + Non-Recreation)
CHIS,2019,1,CL,0,Conc Lodging,conc_lodging,Concessioner Lodging Overnight Stays
CHIS,2019,1,CCG,0,Conc Camp,conc_camp,Concessioner Campground Overnight Stays
CHIS,2019,1,TT,0,Tent Camp,tent_camp,Tent Camping Overnight Stays (NPS)
CHIS,2019,1,TRVS,0,Rec Stays,rec_stays,Total Recreation Overnight Stays
CHIS,2019,1,TTRV,0,Tent & RV,tent_rv,Total Tent and RV Camping Stays
CHIS,2019,1,BC,691,Backcountry,backcountry,Backcountry Camping Overnight Stays
CHIS,2019,1,MISC,896,Misc Stays,misc_stays,Miscellaneous Overnight Stays
CHIS,2019,1,NROS,688,Non-Rec Stays,non_rec_stays,Non-Recreation Overnight Stays
CHIS,2019,1,TOS,2274,Total Stays,total_stays,Total Overnight Stays
CHIS,2019,1,TNRVH,4200,Non-Rec Hrs,non_rec_hrs,Total Non-Recreation Visitor Hours
CHIS,2019,4,TRV,39218,Rec Visits,rec_visits,Total Recreation Visits
CHIS,2019,4,TNRV,406,Non-Rec Visits,non_rec_visits,Total Non-Recreation Visits
CHIS,2019,4,TV,39624,Total Visits,total_visits,Total Visits (Recreation + Non-Recreation)
CHIS,2019,4,TRVH,484974,Rec Hrs,rec_hrs,Total Recreation Visitor Hours
CHIS,2019,4,TH,494718,Total Hrs,total_hrs,Total Hours (Recreation + Non-Recreation)
CHIS,2019,4,CL,0,Conc Lodging,conc_lodging,Concessioner Lodging Overnight Stays
CHIS,2019,4,CCG,0,Conc Camp,conc_camp,Concessioner Campground Overnight Stays
CHIS,2019,4,TT,0,Tent Camp,tent_camp,Tent Camping Overnight Stays (NPS)
CHIS,2019,4,TRVS,0,Rec Stays,rec_stays,Total Recreation Overnight Stays
CHIS,2019,4,TTRV,0,Tent & RV,tent_rv,Total Tent and RV Camping Stays
CHIS,2019,4,BC,2724,Backcountry,backcountry,Backcountry Camping Overnight Stays
CHIS,2019,4,MISC,2142,Misc Stays,misc_stays,Miscellaneous Overnight Stays
CHIS,2019,4,NROS,458,Non-Rec Stays,non_rec_stays,Non-Recreation Overnight Stays
CHIS,2019,4,TOS,5324,Total Stays,total_stays,Total Overnight Stays
CHIS,2019,4,TNRVH,9744,Non-Rec Hrs,non_rec_hrs,Total Non-Recreation Visitor Hours
CHIS,2019,7,TRV,47581,Rec Visits,rec_visits,Total Recreation Visits
CHIS,2019,7,TNRV,508,Non-Rec Visits,non_rec_visits,Total Non-Recreation Visits
CHIS,2019,7,TV,48090,Total Visits,total_visits,Total Visits (Recreation + Non-Recreation)
CHIS,2019,7,TRVH,564097,Rec Hrs,rec_hrs,Total Recreation Visitor Hours
CHIS,2019,7,TH,576299,Total Hrs,total_hrs,Total Hours (Recreation + Non-Recreation)
CHIS,2019,7,CL,0,Conc Lodging,conc_lodging,Concessioner Lodging Overnight Stays
CHIS,2019,7,CCG,0,Conc Camp,conc_camp,Concessioner Campground Overnight Stays
CHIS,2019,7,TT,0,Tent Camp,tent_camp,Tent Camping Overnight Stays (NPS)
CHIS,2019,7,TRVS,0,Rec Stays,rec_stays,Total Recreation Overnight Stays
CHIS,2019,7,TTRV,0,Tent & RV,tent_rv,Total Tent and RV Camping Stays
CHIS,2019,7,BC,3019,Backcountry,backcountry,Backcountry Camping Overnight Stays
CHIS,2019,7,MISC,6566,Misc Stays,misc_stays,Miscellaneous Overnight Stays
CHIS,2019,7,NROS,730,Non-Rec Stays,non_rec_stays,Non-Recreation Overnight Stays
CHIS,2019,7,TOS,10314,Total Stays,total_stays,Total Overnight Stays
CHIS,2019,7,TNRVH,12202,Non-Rec Hrs,non_rec_hrs,Total Non-Recreation Visitor Hours
CHIS,2019,10,TRV,36691,Rec Visits,rec_visits,Total Recreation Visits
CHIS,2019,10,TNRV,223,Non-Rec Visits,non_rec_visits,Total Non-Recreation Visits
CHIS,2019,10,TV,36914,Total Visits,total_visits,Total Visits (Recreation + Non-Recreation)
CHIS,2019,10,TRVH,583282,Rec Hrs,rec_hrs,Total Recreation Visitor Hours
CHIS,2019,10,TH,588641,Total Hrs,total_hrs,Total Hours (Recreation + Non-Recreation)
CHIS,2019,10,CL,0,Conc Lodging,conc_lodging,Concessioner Lodging Overnight Stays
CHIS,2019,10,CCG,0,Conc Camp,conc_camp,Concessioner Campground Overnight Stays
CHIS,2019,10,TT,0,Tent Camp,tent_camp,Tent Camping Overnight Stays (NPS)
CHIS,2019,10,TRVS,0,Rec Stays,rec_stays,Total Recreation Overnight Stays
CHIS,2019,10,TTRV,0,Tent & RV,tent_rv,Total Tent and RV Camping Stays
CHIS,2019,10,BC,1528,Backcountry,backcountry,Backcountry Camping Overnight Stays
CHIS,2019,10,MISC,5229,Misc Stays,misc_stays,Miscellaneous Overnight Stays
CHIS,2019,10,NROS,782,Non-Rec Stays,non_rec_stays,Non-Recreation Overnight Stays
CHIS,2019,10,TOS,7539,Total Stays,total_stays,Total Overnight Stays
CHIS,2019,10,TNRVH,5359,Non-Rec Hrs,non_rec_hrs,Total Non-Recreation Visitor Hours
CHIS,2019,3,TRV,34951,Rec Visits,rec_visits,Total Recreation Visits
CHIS,2019,3,TNRV,374,Non-Rec Visits,non_rec_visits,Total Non-Recreation Visits
CHIS,2019,3,TV,35325,Total Visits,total_visits,Total Visits (Recreation + Non-Recreation)
CHIS,2019,3,TRVH,404187,Rec Hrs,rec_hrs,Total Recreation Visitor Hours
CHIS,2019,3,TH,413159,Total Hrs,total_hrs,Total Hours (Recreation + Non-Recreation)
CHIS,2019,3,CL,0,Conc Lodging,conc_lodging,Concessioner Lodging Overnight Stays
CHIS,2019,3,CCG,0,Conc Camp,conc_camp,Concessioner Campground Overnight Stays
CHIS,2019,3,TT,0,Tent Camp,tent_camp,Tent Camping Overnight Stays (NPS)
CHIS,2019,3,TRVS,0,Rec Stays,rec_stays,Total Recreation Overnight Stays
CHIS,2019,3,TTRV,0,Tent & RV,tent_rv,Total Tent and RV Camping Stays
CHIS,2019,3,BC,2270,Backcountry,backcountry,Backcountry Camping Overnight Stays
CHIS,2019,3,MISC,1588,Misc Stays,misc_stays,Miscellaneous Overnight Stays
CHIS,2019,3,NROS,450,Non-Rec Stays,non_rec_stays,Non-Recreation Overnight Stays
CHIS,2019,3,TOS,4308,Total Stays,total_stays,Total Overnight Stays
CHIS,2019,3,TNRVH,8971,Non-Rec Hrs,non_rec_hrs,Total Non-Recreation Visitor Hours
CHIS,2017,10,TRV,25495,Rec Visits,rec_visits,Total Recreation Visits
CHIS,2017,10,TNRV,1046,Non-Rec Visits,non_rec_visits,Total Non-Recreation Visits
CHIS,2017,10,TV,26541,Total Visits,total_visits,Total Visits (Recreation + Non-Recreation)
CHIS,2017,10,TRVH,262857,Rec Hrs,rec_hrs,Total Recreation Visitor Hours
CHIS,2017,10,TH,287961,Total Hrs,total_hrs,Total Hours (Recreation + Non-Recreation)
CHIS,2017,10,CL,0,Conc Lodging,conc_lodging,Concessioner Lodging Overnight Stays
CHIS,2017,10,CCG,0,Conc Camp,conc_camp,Concessioner Campground Overnight Stays
CHIS,2017,10,TT,0,Tent Camp,tent_camp,Tent Camping Overnight Stays (NPS)
CHIS,2017,10,TRVS,0,Rec Stays,rec_stays,Total Recreation Overnight Stays
CHIS,2017,10,TTRV,0,Tent & RV,tent_rv,Total Tent and RV Camping Stays
CHIS,2017,10,BC,2084,Backcountry,backcountry,Backcountry Camping Overnight Stays
CHIS,2017,10,MISC,2934,Misc Stays,misc_stays,Miscellaneous Overnight Stays
CHIS,2017,10,NROS,1521,Non-Rec Stays,non_rec_stays,Non-Recreation Overnight Stays
CHIS,2017,10,TOS,6539,Total Stays,total_stays,Total Overnight Stays
CHIS,2017,10,TNRVH,25104,Non-Rec Hrs,non_rec_hrs,Total Non-Recreation Visitor Hours
CHIS,2017,7,TRV,56194,Rec Visits,rec_visits,Total Recreation Visits
CHIS,2017,7,TNRV,1082,Non-Rec Visits,non_rec_visits,Total Non-Recreation Visits
CHIS,2017,7,TV,57276,Total Visits,total_visits,Total Visits (Recreation + Non-Recreation)
CHIS,2017,7,TRVH,677662,Rec Hrs,rec_hrs,Total Recreation Visitor Hours
CHIS,2017,7,TH,703630,Total Hrs,total_hrs,Total Hours (Recreation + Non-Recreation)
CHIS,2017,7,CL,0,Conc Lodging,conc_lodging,Concessioner Lodging Overnight Stays
CHIS,2017,7,CCG,0,Conc Camp,conc_camp,Concessioner Campground Overnight Stays
CHIS,2017,7,TT,0,Tent Camp,tent_camp,Tent Camping Overnight Stays (NPS)
CHIS,2017,7,TRVS,0,Rec Stays,rec_stays,Total Recreation Overnight Stays
CHIS,2017,7,TTRV,0,Tent & RV,tent_rv,Total Tent and RV Camping Stays
CHIS,2017,7,BC,3729,Backcountry,backcountry,Backcountry Camping Overnight Stays
CHIS,2017,7,MISC,3285,Misc Stays,misc_stays,Miscellaneous Overnight Stays
CHIS,2017,7,NROS,1256,Non-Rec Stays,non_rec_stays,Non-Recreation Overnight Stays
CHIS,2017,7,TOS,8270,Total Stays,total_stays,Total Overnight Stays
CHIS,2017,7,TNRVH,25968,Non-Rec Hrs,non_rec_hrs,Total Non-Recreation Visitor Hours
CHIS,2017,4,TRV,33888,Rec Visits,rec_visits,Total Recreation Visits
CHIS,2017,4,TNRV,1070,Non-Rec Visits,non_rec_visits,Total Non-Recreation Visits
CHIS,2017,4,TV,34958,Total Visits,total_visits,Total Visits (Recreation + Non-Recreation)
CHIS,2017,4,TRVH,322936,Rec Hrs,rec_hrs,Total Recreation Visitor Hours
CHIS,2017,4,TH,348616,Total Hrs,total_hrs,Total Hours (Recreation + Non-Recreation)
CHIS,2017,4,CL,0,Conc Lodging,conc_lodging,Concessioner Lodging Overnight Stays
CHIS,2017,4,CCG,0,Conc Camp,conc_camp,Concessioner Campground Overnight Stays
CHIS,2017,4,TT,0,Tent Camp,tent_camp,Tent Camping Overnight Stays (NPS)
CHIS,2017,4,TRVS,0,Rec Stays,rec_stays,Total Recreation Overnight Stays
CHIS,2017,4,TTRV,0,Tent & RV,tent_rv,Total Tent and RV Camping Stays
CHIS,2017,4,BC,1775,Backcountry,backcountry,Backcountry Camping Overnight Stays
CHIS,2017,4,MISC,1328,Misc Stays,misc_stays,Miscellaneous Overnight Stays
CHIS,2017,4,NROS,594,Non-Rec Stays,non_rec_stays,Non-Recreation Overnight Stays
CHIS,2017,4,TOS,3696,Total Stays,total_stays,Total Overnight Stays
CHIS,2017,4,TNRVH,25680,Non-Rec Hrs,non_rec_hrs,Total Non-Recreation Visitor Hours
CHIS,2017,2,TRV,20325,Rec Visits,rec_visits,Total Recreation Visits
CHIS,2017,2,TNRV,396,Non-Rec Visits,non_rec_visits,Total Non-Recreation Visits
CHIS,2017,2,TV,20721,Total Visits,total_visits,Total Visits (Recreation + Non-Recreation)
CHIS,2017,2,TRVH,104978,Rec Hrs,rec_hrs,Total Recreation Visitor Hours
CHIS,2017,2,TH,114482,Total Hrs,total_hrs,Total Hours (Recreation + Non-Recreation)
CHIS,2017,2,CL,0,Conc Lodging,conc_lodging,Concessioner Lodging Overnight Stays
CHIS,2017,2,CCG,0,Conc Camp,conc_camp,Concessioner Campground Overnight Stays
CHIS,2017,2,TT,0,Tent Camp,tent_camp,Tent Camping Overnight Stays (NPS)
CHIS,2017,2,TRVS,0,Rec Stays,rec_stays,Total Recreation Overnight Stays
CHIS,2017,2,TTRV,0,Tent & RV,tent_rv,Total Tent and RV Camping Stays
CHIS,2017,2,BC,226,Backcountry,backcountry,Backcountry Camping Overnight Stays
CHIS,2017,2,MISC,346,Misc Stays,misc_stays,Miscellaneous Overnight Stays
CHIS,2017,2,NROS,450,Non-Rec Stays,non_rec_stays,Non-Recreation Overnight Stays
CHIS,2017,2,TOS,1022,Total Stays,total_stays,Total Overnight Stays
