park_code,report_date,year,month,island,measure,monthly_value,same_month_prior_year,percent_change,calendar_ytd,prior_calendar_ytd,ytd_percent_change,fiscal_ytd,row_type,source_file,source_report_url
CHIS,2001-08-01,2001,8,Anacapa,Overnight Stays,155,224,-30.8,604,706,-14.4,701,island,CHIS_island_report_2001_08.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%203?Park=CHIS
CHIS,2001-08-01,2001,8,Santa Barbara,Rec Visitors Ashore,420,247,70,1111,1077,3.2,1127,island,CHIS_island_report_2001_08.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%203?Park=CHIS
CHIS,2001-08-01,2001,8,Santa Barbara,Overnight Stays,31,50,-38,294,393,-25.2,294,island,CHIS_island_report_2001_08.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%203?Park=CHIS
CHIS,2001-08-01,2001,8,San Miguel,Rec Visitors Ashore,289,222,30.2,921,722,27.6,1012,island,CHIS_island_report_2001_08.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%203?Park=CHIS
CHIS,2001-08-01,2001,8,San Miguel,Overnight Stays,94,59,59.3,220,201,9.5,220,island,CHIS_island_report_2001_08.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%203?Park=CHIS
CHIS,2001-08-01,2001,8,Santa Cruz,Rec Visitors Ashore,4716,3525,33.8,15566,13713,13.5,17944,island,CHIS_island_report_2001_08.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%203?Park=CHIS
CHIS,2001-08-01,2001,8,Santa Cruz,Overnight Stays,1856,1547,20,5314,5040,5.4,6275,island,CHIS_island_report_2001_08.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%203?Park=CHIS
CHIS,2001-08-01,2001,8,Isthmus,Rec Visitors Ashore,0,0,0,623,0,0,882,island,CHIS_island_report_2001_08.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%203?Park=CHIS
CHIS,2001-08-01,2001,8,Isthmus,Overnight Stays,0,0,0,0,0,0,0,island,CHIS_island_report_2001_08.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%203?Park=CHIS
CHIS,2001-08-01,2001,8,Santa Rosa,Rec Visitors Ashore,285,430,-33.7,1275,2207,-42.2,1481,island,CHIS_island_report_2001_08.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%203?Park=CHIS
CHIS,2001-08-01,2001,8,Santa Rosa,Overnight Stays,223,292,-23.6,731,1410,-48.2,915,island,CHIS_island_report_2001_08.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%203?Park=CHIS
CHIS,2001-09-01,2001,9,Anacapa,Rec Visitors Ashore,2123,1258,68.8,15942,15168,5.1,17358,island,CHIS_island_report_2001_09.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%203?Park=CHIS
CHIS,2001-09-01,2001,9,Anacapa,Overnight Stays,165,135,22.2,769,841,-8.6,866,island,CHIS_island_report_2001_09.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%203?Park=CHIS
CHIS,2001-09-01,2001,9,Santa Barbara,Rec Visitors Ashore,53,7,657.1,1164,1084,7.4,1180,island,CHIS_island_report_2001_09.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%203?Park=CHIS
CHIS,2001-09-01,2001,9,Santa Barbara,Overnight Stays,26,0,0,320,393,-18.6,320,island,CHIS_island_report_2001_09.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%203?Park=CHIS
CHIS,2001-09-01,2001,9,San Miguel,Rec Visitors Ashore,95,244,-61.1,1016,966,5.2,1107,island,CHIS_island_report_2001_09.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%203?Park=CHIS
CHIS,2001-09-01,2001,9,San Miguel,Overnight Stays,62,133,-53.4,282,334,-15.6,282,island,CHIS_island_report_2001_09.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%203?Park=CHIS
CHIS,2001-09-01,2001,9,Santa Cruz,Rec Visitors Ashore,3343,1906,75.4,18909,15619,21.1,21287,island,CHIS_island_report_2001_09.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%203?Park=CHIS
CHIS,2001-09-01,2001,9,Santa Cruz,Overnight Stays,1295,835,55.1,6609,5875,12.5,7570,island,CHIS_island_report_2001_09.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%203?Park=CHIS
CHIS,2001-09-01,2001,9,Isthmus,Rec Visitors Ashore,0,115,-100,623,115,441.7,882,island,CHIS_island_report_2001_09.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%203?Park=CHIS
CHIS,2001-09-01,2001,9,Isthmus,Overnight Stays,0,0,0,0,0,0,0,island,CHIS_island_report_2001_09.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%203?Park=CHIS
CHIS,2001-09-01,2001,9,Santa Rosa,Rec Visitors Ashore,522,249,109.6,1797,2456,-26.8,2003,island,CHIS_island_report_2001_09.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%203?Park=CHIS
CHIS,2001-09-01,2001,9,Santa Rosa,Overnight Stays,249,132,88.6,980,1542,-36.4,1164,island,CHIS_island_report_2001_09.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%203?Park=CHIS
CHIS,2001-10-01,2001,10,Anacapa,Rec Visitors Ashore,1728,688,151.2,17670,15856,11.4,1728,island,CHIS_island_report_2001_10.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%203?Park=CHIS
CHIS,2001-10-01,2001,10,Anacapa,Overnight Stays,48,55,-12.7,817,896,-8.8,48,island,CHIS_island_report_2001_10.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%203?Park=CHIS
CHIS,2001-10-01,2001,10,Santa Barbara,Rec Visitors Ashore,37,6,516.7,1201,1090,10.2,37,island,CHIS_island_report_2001_10.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%203?Park=CHIS
CHIS,2001-10-01,2001,10,Santa Barbara,Overnight Stays,0,0,0,320,393,-18.6,0,island,CHIS_island_report_2001_10.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%203?Park=CHIS
CHIS,2001-10-01,2001,10,San Miguel,Rec Visitors Ashore,76,79,-3.8,1092,1045,4.5,76,island,CHIS_island_report_2001_10.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%203?Park=CHIS
CHIS,2001-10-01,2001,10,San Miguel,Overnight Stays,18,0,0,300,334,-10.2,18,island,CHIS_island_report_2001_10.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%203?Park=CHIS
CHIS,2001-10-01,2001,10,Santa Cruz,Rec Visitors Ashore,2056,1245,65.1,20965,16864,24.3,2056,island,CHIS_island_report_2001_10.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%203?Park=CHIS
CHIS,2001-10-01,2001,10,Santa Cruz,Overnight Stays,667,527,26.6,7276,6402,13.7,667,island,CHIS_island_report_2001_10.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%203?Park=CHIS
CHIS,2001-10-01,2001,10,Isthmus,Rec Visitors Ashore,0,236,-100,623,351,77.5,0,island,CHIS_island_report_2001_10.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%203?Park=CHIS
CHIS,2001-10-01,2001,10,Isthmus,Overnight Stays,0,0,0,0,0,0,0,island,CHIS_island_report_2001_10.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%203?Park=CHIS
CHIS,2001-10-01,2001,10,Santa Rosa,Rec Visitors Ashore,179,159,12.6,1976,2615,-24.4,179,island,CHIS_island_report_2001_10.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%203?Park=CHIS
CHIS,2001-10-01,2001,10,Santa Rosa,Overnight Stays,74,149,-50.3,1054,1691,-37.7,74,island,CHIS_island_report_2001_10.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%203?Park=CHIS
CHIS,2001-11-01,2001,11,Anacapa,Rec Visitors Ashore,261,422,-38.2,17931,16278,10.2,1989,island,CHIS_island_report_2001_11.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%203?Park=CHIS
CHIS,2001-11-01,2001,11,Anacapa,Overnight Stays,15,36,-58.3,832,932,-10.7,63,island,CHIS_island_report_2001_11.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%203?Park=CHIS
CHIS,2001-11-01,2001,11,Santa Barbara,Rec Visitors Ashore,8,3,166.7,1209,1093,10.6,45,island,CHIS_island_report_2001_11.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%203?Park=CHIS
CHIS,2001-11-01,2001,11,Santa Barbara,Overnight Stays,0,0,0,320,393,-18.6,0,island,CHIS_island_report_2001_11.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%203?Park=CHIS
CHIS,2001-11-01,2001,11,San Miguel,Rec Visitors Ashore,167,3,5466.7,1259,1048,20.1,243,island,CHIS_island_report_2001_11.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%203?Park=CHIS
CHIS,2001-11-01,2001,11,San Miguel,Overnight Stays,28,0,0,328,334,-1.8,46,island,CHIS_island_report_2001_11.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%203?Park=CHIS
CHIS,2001-11-01,2001,11,Santa Cruz,Rec Visitors Ashore,965,671,43.8,21930,17535,25.1,3021,island,CHIS_island_report_2001_11.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%203?Park=CHIS
CHIS,2001-11-01,2001,11,Santa Cruz,Overnight Stays,301,267,12.7,7577,6669,13.6,968,island,CHIS_island_report_2001_11.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%203?Park=CHIS
CHIS,2001-11-01,2001,11,Isthmus,Rec Visitors Ashore,0,0,0,623,351,77.5,0,island,CHIS_island_report_2001_11.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%203?Park=CHIS
CHIS,2001-11-01,2001,11,Isthmus,Overnight Stays,0,0,0,0,0,0,0,island,CHIS_island_report_2001_11.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%203?Park=CHIS
CHIS,2001-11-01,2001,11,Santa Rosa,Rec Visitors Ashore,68,22,209.1,2044,2637,-22.5,247,island,CHIS_island_report_2001_11.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%203?Park=CHIS
CHIS,2001-11-01,2001,11,Santa Rosa,Overnight Stays,56,16,250,1110,1707,-35,130,island,CHIS_island_report_2001_11.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%203?Park=CHIS
CHIS,2001-12-01,2001,12,Anacapa,Rec Visitors Ashore,115,306,-62.4,18046,16584,8.8,2104,island,CHIS_island_report_2001_12.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%203?Park=CHIS
CHIS,2001-12-01,2001,12,Anacapa,Overnight Stays,0,6,-100,832,938,-11.3,63,island,CHIS_island_report_2001_12.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%203?Park=CHIS
CHIS,2001-12-01,2001,12,Santa Barbara,Rec Visitors Ashore,0,7,-100,1209,1100,9.9,45,island,CHIS_island_report_2001_12.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%203?Park=CHIS
CHIS,2001-12-01,2001,12,Santa Barbara,Overnight Stays,0,0,0,320,393,-18.6,0,island,CHIS_island_report_2001_12.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%203?Park=CHIS
CHIS,2001-12-01,2001,12,San Miguel,Rec Visitors Ashore,2,9,-77.8,1261,1057,19.3,245,island,CHIS_island_report_2001_12.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%203?Park=CHIS
CHIS,2001-12-01,2001,12,San Miguel,Overnight Stays,0,0,0,328,334,-1.8,46,island,CHIS_island_report_2001_12.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%203?Park=CHIS
CHIS,2001-12-01,2001,12,Santa Cruz,Rec Visitors Ashore,561,462,21.4,22491,17997,25,3582,island,CHIS_island_report_2001_12.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%203?Park=CHIS
CHIS,2001-12-01,2001,12,Santa Cruz,Overnight Stays,159,167,-4.8,7736,6836,13.2,1127,island,CHIS_island_report_2001_12.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%203?Park=CHIS
CHIS,2001-12-01,2001,12,Isthmus,Rec Visitors Ashore,0,23,-100,623,374,66.6,0,island,CHIS_island_report_2001_12.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%203?Park=CHIS
CHIS,2001-12-01,2001,12,Isthmus,Overnight Stays,0,0,0,0,0,0,0,island,CHIS_island_report_2001_12.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%203?Park=CHIS
CHIS,2001-12-01,2001,12,Santa Rosa,Rec Visitors Ashore,0,25,-100,2044,2662,-23.2,247,island,CHIS_island_report_2001_12.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%203?Park=CHIS
CHIS,2001-12-01,2001,12,Santa Rosa,Overnight Stays,0,19,-100,1110,1726,-35.7,130,island,CHIS_island_report_2001_12.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%203?Park=CHIS
CHIS,2002-01-01,2002,1,Anacapa,Rec Visitors Ashore,491,307,59.9,491,307,59.9,2595,island,CHIS_island_report_2002_01.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%203?Park=CHIS
CHIS,2002-01-01,2002,1,Anacapa,Overnight Stays,14,5,180,14,5,180,77,island,CHIS_island_report_2002_01.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%203?Park=CHIS
CHIS,2002-01-01,2002,1,Santa Barbara,Rec Visitors Ashore,4,32,-87.5,4,32,-87.5,49,island,CHIS_island_report_2002_01.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%203?Park=CHIS
CHIS,2002-01-01,2002,1,Santa Barbara,Overnight Stays,0,0,0,0,0,0,0,island,CHIS_island_report_2002_01.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%203?Park=CHIS
CHIS,2002-01-01,2002,1,San Miguel,Rec Visitors Ashore,14,0,0,14,0,0,259,island,CHIS_island_report_2002_01.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%203?Park=CHIS
CHIS,2002-01-01,2002,1,San Miguel,Overnight Stays,0,0,0,0,0,0,46,island,CHIS_island_report_2002_01.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%203?Park=CHIS
CHIS,2002-01-01,2002,1,Santa Cruz,Rec Visitors Ashore,573,276,107.6,573,276,107.6,4155,island,CHIS_island_report_2002_01.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%203?Park=CHIS
CHIS,2002-01-01,2002,1,Santa Cruz,Overnight Stays,130,77,68.8,130,77,68.8,1257,island,CHIS_island_report_2002_01.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%203?Park=CHIS
CHIS,2002-01-01,2002,1,Isthmus,Rec Visitors Ashore,0,42,-100,0,42,-100,0,island,CHIS_island_report_2002_01.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%203?Park=CHIS
CHIS,2002-01-01,2002,1,Isthmus,Overnight Stays,0,0,0,0,0,0,0,island,CHIS_island_report_2002_01.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%203?Park=CHIS
CHIS,2002-01-01,2002,1,Santa Rosa,Rec Visitors Ashore,15,10,50,15,10,50,262,island,CHIS_island_report_2002_01.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%203?Park=CHIS
CHIS,2002-01-01,2002,1,Santa Rosa,Overnight Stays,0,10,-100,0,10,-100,130,island,CHIS_island_report_2002_01.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%203?Park=CHIS
CHIS,2002-02-01,2002,2,Anacapa,Rec Visitors Ashore,2002,561,256.9,2493,868,187.2,4597,island,CHIS_island_report_2002_02.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%203?Park=CHIS
CHIS,2002-02-01,2002,2,Anacapa,Overnight Stays,31,20,55,45,25,80,108,island,CHIS_island_report_2002_02.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%203?Park=CHIS
CHIS,2002-02-01,2002,2,Santa Barbara,Rec Visitors Ashore,10,0,0,14,32,-56.3,59,island,CHIS_island_report_2002_02.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%203?Park=CHIS
CHIS,2002-02-01,2002,2,Santa Barbara,Overnight Stays,0,0,0,0,0,0,0,island,CHIS_island_report_2002_02.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%203?Park=CHIS
CHIS,2002-02-01,2002,2,San Miguel,Rec Visitors Ashore,4,2,100,18,2,800,263,island,CHIS_island_report_2002_02.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%203?Park=CHIS
CHIS,2002-02-01,2002,2,San Miguel,Overnight Stays,4,0,0,4,0,0,50,island,CHIS_island_report_2002_02.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%203?Park=CHIS
CHIS,2002-02-01,2002,2,Santa Cruz,Rec Visitors Ashore,494,250,97.6,1067,526,102.9,4649,island,CHIS_island_report_2002_02.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%203?Park=CHIS
CHIS,2002-02-01,2002,2,Santa Cruz,Overnight Stays,54,103,-47.6,184,180,2.2,1311,island,CHIS_island_report_2002_02.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%203?Park=CHIS
CHIS,2002-02-01,2002,2,Isthmus,Rec Visitors Ashore,0,20,-100,0,62,-100,0,island,CHIS_island_report_2002_02.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%203?Park=CHIS
CHIS,2002-02-01,2002,2,Isthmus,Overnight Stays,0,0,0,0,0,0,0,island,CHIS_island_report_2002_02.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%203?Park=CHIS
CHIS,2002-02-01,2002,2,Santa Rosa,Rec Visitors Ashore,26,0,0,41,10,310,288,island,CHIS_island_report_2002_02.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%203?Park=CHIS
CHIS,2002-02-01,2002,2,Santa Rosa,Overnight Stays,0,0,0,0,10,-100,130,island,CHIS_island_report_2002_02.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%203?Park=CHIS
CHIS,2002-03-01,2002,3,Anacapa,Rec Visitors Ashore,2390,1303,83.4,4883,2171,124.9,6987,island,CHIS_island_report_2002_03.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%203?Park=CHIS
CHIS,2002-03-01,2002,3,Anacapa,Overnight Stays,110,54,103.7,155,79,96.2,218,island,CHIS_island_report_2002_03.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%203?Park=CHIS
CHIS,2002-03-01,2002,3,Santa Barbara,Rec Visitors Ashore,47,7,571.4,61,39,56.4,106,island,CHIS_island_report_2002_03.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%203?Park=CHIS
CHIS,2002-03-01,2002,3,Santa Barbara,Overnight Stays,0,0,0,0,0,0,0,island,CHIS_island_report_2002_03.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%203?Park=CHIS
CHIS,2002-03-01,2002,3,San Miguel,Rec Visitors Ashore,52,0,0,70,2,3400,315,island,CHIS_island_report_2002_03.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%203?Park=CHIS
CHIS,2002-03-01,2002,3,San Miguel,Overnight Stays,0,0,0,4,0,0,50,island,CHIS_island_report_2002_03.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%203?Park=CHIS
CHIS,2002-03-01,2002,3,Santa Cruz,Rec Visitors Ashore,897,857,4.7,1964,1383,42,5546,island,CHIS_island_report_2002_03.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%203?Park=CHIS
CHIS,2002-03-01,2002,3,Santa Cruz,Overnight Stays,314,195,61,498,375,32.8,1625,island,CHIS_island_report_2002_03.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%203?Park=CHIS
CHIS,2002-03-01,2002,3,Isthmus,Rec Visitors Ashore,65,30,116.7,65,92,-29.3,65,island,CHIS_island_report_2002_03.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%203?Park=CHIS
CHIS,2002-03-01,2002,3,Isthmus,Overnight Stays,0,0,0,0,0,0,0,island,CHIS_island_report_2002_03.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%203?Park=CHIS
CHIS,2002-03-01,2002,3,Santa Rosa,Rec Visitors Ashore,22,73,-69.9,63,83,-24.1,310,island,CHIS_island_report_2002_03.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%203?Park=CHIS
CHIS,2002-03-01,2002,3,Santa Rosa,Overnight Stays,0,37,-100,0,47,-100,130,island,CHIS_island_report_2002_03.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%203?Park=CHIS
CHIS,2002-04-01,2002,4,Anacapa,Rec Visitors Ashore,2267,1982,14.4,7150,4153,72.2,9254,island,CHIS_island_report_2002_04.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%203?Park=CHIS
CHIS,2002-04-01,2002,4,Anacapa,Overnight Stays,62,36,72.2,217,115,88.7,280,island,CHIS_island_report_2002_04.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%203?Park=CHIS
CHIS,2002-04-01,2002,4,Santa Barbara,Rec Visitors Ashore,111,95,16.8,172,134,28.4,217,island,CHIS_island_report_2002_04.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%203?Park=CHIS
CHIS,2002-04-01,2002,4,Santa Barbara,Overnight Stays,0,38,-100,0,38,-100,0,island,CHIS_island_report_2002_04.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%203?Park=CHIS
CHIS,2002-04-01,2002,4,San Miguel,Rec Visitors Ashore,35,71,-50.7,105,73,43.8,350,island,CHIS_island_report_2002_04.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%203?Park=CHIS
CHIS,2002-04-01,2002,4,San Miguel,Overnight Stays,0,0,0,4,0,0,50,island,CHIS_island_report_2002_04.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%203?Park=CHIS
CHIS,2002-04-01,2002,4,Santa Cruz,Rec Visitors Ashore,2299,1898,21.1,4263,3281,29.9,7845,island,CHIS_island_report_2002_04.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%203?Park=CHIS
CHIS,2002-04-01,2002,4,Santa Cruz,Overnight Stays,859,0,0,1357,375,261.9,2484,island,CHIS_island_report_2002_04.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%203?Park=CHIS
CHIS,2002-04-01,2002,4,Isthmus,Rec Visitors Ashore,24,167,-85.6,89,259,-65.6,89,island,CHIS_island_report_2002_04.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%203?Park=CHIS
CHIS,2002-04-01,2002,4,Isthmus,Overnight Stays,8,0,0,8,0,0,8,island,CHIS_island_report_2002_04.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%203?Park=CHIS
CHIS,2002-04-01,2002,4,Santa Rosa,Rec Visitors Ashore,242,111,118,305,194,57.2,552,island,CHIS_island_report_2002_04.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%203?Park=CHIS
CHIS,2002-04-01,2002,4,Santa Rosa,Overnight Stays,48,64,-25,48,111,-56.8,178,island,CHIS_island_report_2002_04.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%203?Park=CHIS
CHIS,2002-05-01,2002,5,Anacapa,Rec Visitors Ashore,2396,3283,-27,9546,7436,28.4,11650,island,CHIS_island_report_2002_05.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%203?Park=CHIS
