park_code,report_date,year,month,island,measure,monthly_value,same_month_prior_year,percent_change,calendar_ytd,prior_calendar_ytd,ytd_percent_change,fiscal_ytd,row_type,source_file,source_report_url
CHIS,2018-06-01,2018,6,Anacapa,Rec Visitors Ashore,863,831,3.9,3867,3572,8.3,5241,island,CHIS_island_report_2018_06.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%203?Park=CHIS
CHIS,2018-06-01,2018,6,Anacapa,Overnight Stays,38,87,-56.3,115,194,-40.7,127,island,CHIS_island_report_2018_06.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%203?Park=CHIS
CHIS,2018-06-01,2018,6,Santa Barbara,Rec Visitors Ashore,27,0,0,64,0,0,68,island,CHIS_island_report_2018_06.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%203?Park=CHIS
CHIS,2018-06-01,2018,6,Santa Barbara,Overnight Stays,0,0,0,0,0,0,0,island,CHIS_island_report_2018_06.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%203?Park=CHIS
CHIS,2018-06-01,2018,6,San Miguel,Rec Visitors Ashore,57,43,32.6,139,111,25.2,462,island,CHIS_island_report_2018_06.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%203?Park=CHIS
CHIS,2018-06-01,2018,6,San Miguel,Overnight Stays,9,0,0,20,0,0,78,island,CHIS_island_report_2018_06.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%203?Park=CHIS
CHIS,2018-06-01,2018,6,Santa Cruz,Rec Visitors Ashore,8115,9681,-16.2,27631,30115,-8.2,37808,island,CHIS_island_report_2018_06.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%203?Park=CHIS
CHIS,2018-06-01,2018,6,Santa Cruz,Overnight Stays,2091,2584,-19.1,7104,7841,-9.4,9733,island,CHIS_island_report_2018_06.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%203?Park=CHIS
CHIS,2018-06-01,2018,6,Isthmus,Rec Visitors Ashore,1120,810,38.3,3654,3905,-6.4,5290,island,CHIS_island_report_2018_06.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%203?Park=CHIS
CHIS,2018-06-01,2018,6,Isthmus,Overnight Stays,2,2,0,81,68,19.1,82,island,CHIS_island_report_2018_06.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%203?Park=CHIS
CHIS,2018-06-01,2018,6,Santa Rosa,Rec Visitors Ashore,542,1218,-55.5,8129,4867,67,9962,island,CHIS_island_report_2018_06.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%203?Park=CHIS
CHIS,2018-06-01,2018,6,Santa Rosa,Overnight Stays,45,380,-88.2,573,1371,-58.2,1377,island,CHIS_island_report_2018_06.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%203?Park=CHIS
CHIS,2018-07-01,2018,7,Anacapa,Rec Visitors Ashore,953,992,-3.9,4820,4564,5.6,6194,island,CHIS_island_report_2018_07.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%203?Park=CHIS
CHIS,2018-07-01,2018,7,Anacapa,Overnight Stays,0,62,-100,115,256,-55.1,127,island,CHIS_island_report_2018_07.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%203?Park=CHIS
CHIS,2018-07-01,2018,7,Santa Barbara,Rec Visitors Ashore,0,0,0,64,0,0,68,island,CHIS_island_report_2018_07.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%203?Park=CHIS
CHIS,2018-07-01,2018,7,Santa Barbara,Overnight Stays,0,0,0,0,0,0,0,island,CHIS_island_report_2018_07.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%203?Park=CHIS
CHIS,2018-07-01,2018,7,San Miguel,Rec Visitors Ashore,142,292,-51.4,281,403,-30.3,604,island,CHIS_island_report_2018_07.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%203?Park=CHIS
CHIS,2018-07-01,2018,7,San Miguel,Overnight Stays,135,172,-21.5,155,172,-9.9,213,island,CHIS_island_report_2018_07.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%203?Park=CHIS
CHIS,2018-07-01,2018,7,Santa Cruz,Rec Visitors Ashore,11498,11325,1.5,39129,41440,-5.6,49306,island,CHIS_island_report_2018_07.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%203?Park=CHIS
CHIS,2018-07-01,2018,7,Santa Cruz,Overnight Stays,2624,2807,-6.5,9728,10648,-8.6,12357,island,CHIS_island_report_2018_07.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%203?Park=CHIS
CHIS,2018-07-01,2018,7,Isthmus,Rec Visitors Ashore,1063,819,29.8,4717,4724,-0.1,6353,island,CHIS_island_report_2018_07.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%203?Park=CHIS
CHIS,2018-07-01,2018,7,Isthmus,Overnight Stays,0,0,0,81,68,19.1,82,island,CHIS_island_report_2018_07.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%203?Park=CHIS
CHIS,2018-07-01,2018,7,Santa Rosa,Rec Visitors Ashore,763,1579,-51.7,8892,6446,37.9,10725,island,CHIS_island_report_2018_07.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%203?Park=CHIS
CHIS,2018-07-01,2018,7,Santa Rosa,Overnight Stays,542,688,-21.2,1115,2059,-45.8,1919,island,CHIS_island_report_2018_07.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%203?Park=CHIS
CHIS,2018-08-01,2018,8,Anacapa,Rec Visitors Ashore,802,909,-11.8,5622,5473,2.7,6996,island,CHIS_island_report_2018_08.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%203?Park=CHIS
CHIS,2018-08-01,2018,8,Anacapa,Overnight Stays,0,16,-100,115,272,-57.7,127,island,CHIS_island_report_2018_08.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%203?Park=CHIS
CHIS,2018-08-01,2018,8,Santa Barbara,Rec Visitors Ashore,0,0,0,64,0,0,68,island,CHIS_island_report_2018_08.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%203?Park=CHIS
CHIS,2018-08-01,2018,8,Santa Barbara,Overnight Stays,0,0,0,0,0,0,0,island,CHIS_island_report_2018_08.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%203?Park=CHIS
CHIS,2018-08-01,2018,8,San Miguel,Rec Visitors Ashore,77,235,-67.2,358,638,-43.9,681,island,CHIS_island_report_2018_08.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%203?Park=CHIS
CHIS,2018-08-01,2018,8,San Miguel,Overnight Stays,65,42,54.8,220,214,2.8,278,island,CHIS_island_report_2018_08.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%203?Park=CHIS
CHIS,2018-08-01,2018,8,Santa Cruz,Rec Visitors Ashore,9100,8682,4.8,48229,50122,-3.8,58406,island,CHIS_island_report_2018_08.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%203?Park=CHIS
CHIS,2018-08-01,2018,8,Santa Cruz,Overnight Stays,2896,2388,21.3,12624,13036,-3.2,15253,island,CHIS_island_report_2018_08.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%203?Park=CHIS
CHIS,2018-08-01,2018,8,Isthmus,Rec Visitors Ashore,891,726,22.7,5608,5450,2.9,7244,island,CHIS_island_report_2018_08.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%203?Park=CHIS
CHIS,2018-08-01,2018,8,Isthmus,Overnight Stays,0,0,0,81,68,19.1,82,island,CHIS_island_report_2018_08.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%203?Park=CHIS
CHIS,2018-08-01,2018,8,Santa Rosa,Rec Visitors Ashore,567,1463,-61.2,9459,7909,19.6,11292,island,CHIS_island_report_2018_08.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%203?Park=CHIS
CHIS,2018-08-01,2018,8,Santa Rosa,Overnight Stays,416,661,-37.1,1531,2720,-43.7,2335,island,CHIS_island_report_2018_08.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%203?Park=CHIS
CHIS,2018-09-01,2018,9,Anacapa,Rec Visitors Ashore,741,703,5.4,6363,6176,3,7737,island,CHIS_island_report_2018_09.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%203?Park=CHIS
CHIS,2018-09-01,2018,9,Anacapa,Overnight Stays,29,38,-23.7,144,310,-53.5,156,island,CHIS_island_report_2018_09.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%203?Park=CHIS
CHIS,2018-09-01,2018,9,Santa Barbara,Rec Visitors Ashore,0,0,0,64,0,0,68,island,CHIS_island_report_2018_09.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%203?Park=CHIS
CHIS,2018-09-01,2018,9,Santa Barbara,Overnight Stays,0,0,0,0,0,0,0,island,CHIS_island_report_2018_09.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%203?Park=CHIS
CHIS,2018-09-01,2018,9,San Miguel,Rec Visitors Ashore,120,194,-38.1,478,832,-42.5,801,island,CHIS_island_report_2018_09.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%203?Park=CHIS
CHIS,2018-09-01,2018,9,San Miguel,Overnight Stays,92,60,53.3,312,274,13.9,370,island,CHIS_island_report_2018_09.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%203?Park=CHIS
CHIS,2018-09-01,2018,9,Santa Cruz,Rec Visitors Ashore,6009,7572,-20.6,54238,57694,-6,64415,island,CHIS_island_report_2018_09.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%203?Park=CHIS
CHIS,2018-09-01,2018,9,Santa Cruz,Overnight Stays,2307,2584,-10.7,14931,15620,-4.4,17560,island,CHIS_island_report_2018_09.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%203?Park=CHIS
CHIS,2018-09-01,2018,9,Isthmus,Rec Visitors Ashore,786,637,23.4,6394,6087,5,8030,island,CHIS_island_report_2018_09.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%203?Park=CHIS
CHIS,2018-09-01,2018,9,Isthmus,Overnight Stays,1,0,0,82,68,20.6,83,island,CHIS_island_report_2018_09.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%203?Park=CHIS
CHIS,2018-09-01,2018,9,Santa Rosa,Rec Visitors Ashore,536,1347,-60.2,9995,9256,8,11828,island,CHIS_island_report_2018_09.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%203?Park=CHIS
CHIS,2018-09-01,2018,9,Santa Rosa,Overnight Stays,408,507,-19.5,1939,3227,-39.9,2743,island,CHIS_island_report_2018_09.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%203?Park=CHIS
CHIS,2018-10-01,2018,10,Anacapa,Rec Visitors Ashore,429,540,-20.6,6792,6716,1.1,429,island,CHIS_island_report_2018_10.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%203?Park=CHIS
CHIS,2018-10-01,2018,10,Anacapa,Overnight Stays,10,9,11.1,154,319,-51.7,10,island,CHIS_island_report_2018_10.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%203?Park=CHIS
CHIS,2018-10-01,2018,10,Santa Barbara,Rec Visitors Ashore,34,0,0,98,0,0,34,island,CHIS_island_report_2018_10.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%203?Park=CHIS
CHIS,2018-10-01,2018,10,Santa Barbara,Overnight Stays,0,0,0,0,0,0,0,island,CHIS_island_report_2018_10.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%203?Park=CHIS
CHIS,2018-10-01,2018,10,San Miguel,Rec Visitors Ashore,134,279,-52,612,1111,-44.9,134,island,CHIS_island_report_2018_10.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%203?Park=CHIS
CHIS,2018-10-01,2018,10,San Miguel,Overnight Stays,50,58,-13.8,362,332,9,50,island,CHIS_island_report_2018_10.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%203?Park=CHIS
CHIS,2018-10-01,2018,10,Santa Cruz,Rec Visitors Ashore,4371,4089,6.9,58609,61783,-5.1,4371,island,CHIS_island_report_2018_10.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%203?Park=CHIS
CHIS,2018-10-01,2018,10,Santa Cruz,Overnight Stays,1422,1481,-4,16353,17101,-4.4,1422,island,CHIS_island_report_2018_10.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%203?Park=CHIS
CHIS,2018-10-01,2018,10,Isthmus,Rec Visitors Ashore,876,606,44.6,7270,6693,8.6,876,island,CHIS_island_report_2018_10.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%203?Park=CHIS
CHIS,2018-10-01,2018,10,Isthmus,Overnight Stays,2,1,100,84,69,21.7,2,island,CHIS_island_report_2018_10.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%203?Park=CHIS
CHIS,2018-10-01,2018,10,Santa Rosa,Rec Visitors Ashore,818,1404,-41.7,10813,10660,1.4,818,island,CHIS_island_report_2018_10.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%203?Park=CHIS
CHIS,2018-10-01,2018,10,Santa Rosa,Overnight Stays,361,536,-32.6,2300,3763,-38.9,361,island,CHIS_island_report_2018_10.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%203?Park=CHIS
CHIS,2018-11-01,2018,11,Anacapa,Rec Visitors Ashore,217,487,-55.4,7009,7203,-2.7,646,island,CHIS_island_report_2018_11.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%203?Park=CHIS
CHIS,2018-11-01,2018,11,Anacapa,Overnight Stays,4,3,33.3,158,322,-50.9,14,island,CHIS_island_report_2018_11.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%203?Park=CHIS
CHIS,2018-11-01,2018,11,Santa Barbara,Rec Visitors Ashore,4,0,0,102,0,0,38,island,CHIS_island_report_2018_11.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%203?Park=CHIS
CHIS,2018-11-01,2018,11,Santa Barbara,Overnight Stays,0,0,0,0,0,0,0,island,CHIS_island_report_2018_11.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%203?Park=CHIS
CHIS,2018-11-01,2018,11,San Miguel,Rec Visitors Ashore,12,33,-63.6,624,1144,-45.5,146,island,CHIS_island_report_2018_11.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%203?Park=CHIS
CHIS,2018-11-01,2018,11,San Miguel,Overnight Stays,0,0,0,362,332,9,50,island,CHIS_island_report_2018_11.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%203?Park=CHIS
CHIS,2018-11-01,2018,11,Santa Cruz,Rec Visitors Ashore,3631,3555,2.1,62240,65338,-4.7,8002,island,CHIS_island_report_2018_11.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%203?Park=CHIS
CHIS,2018-11-01,2018,11,Santa Cruz,Overnight Stays,1878,750,150.4,18231,17851,2.1,3300,island,CHIS_island_report_2018_11.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%203?Park=CHIS
CHIS,2018-11-01,2018,11,Isthmus,Rec Visitors Ashore,752,706,6.5,8022,7399,8.4,1628,island,CHIS_island_report_2018_11.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%203?Park=CHIS
CHIS,2018-11-01,2018,11,Isthmus,Overnight Stays,0,0,0,84,69,21.7,2,island,CHIS_island_report_2018_11.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%203?Park=CHIS
CHIS,2018-11-01,2018,11,Santa Rosa,Rec Visitors Ashore,403,380,6.1,11216,11040,1.6,1221,island,CHIS_island_report_2018_11.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%203?Park=CHIS
CHIS,2018-11-01,2018,11,Santa Rosa,Overnight Stays,78,266,-70.7,2378,4029,-41,439,island,CHIS_island_report_2018_11.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%203?Park=CHIS
CHIS,2018-12-01,2018,12,Anacapa,Rec Visitors Ashore,122,347,-64.8,7131,7550,-5.5,768,island,CHIS_island_report_2018_12.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%203?Park=CHIS
CHIS,2018-12-01,2018,12,Anacapa,Overnight Stays,0,0,0,158,322,-50.9,14,island,CHIS_island_report_2018_12.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%203?Park=CHIS
CHIS,2018-12-01,2018,12,Santa Barbara,Rec Visitors Ashore,4,4,0,106,4,2550,42,island,CHIS_island_report_2018_12.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%203?Park=CHIS
CHIS,2018-12-01,2018,12,Santa Barbara,Overnight Stays,0,0,0,0,0,0,0,island,CHIS_island_report_2018_12.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%203?Park=CHIS
CHIS,2018-12-01,2018,12,San Miguel,Rec Visitors Ashore,6,11,-45.5,630,1155,-45.5,152,island,CHIS_island_report_2018_12.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%203?Park=CHIS
CHIS,2018-12-01,2018,12,San Miguel,Overnight Stays,0,0,0,362,332,9,50,island,CHIS_island_report_2018_12.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%203?Park=CHIS
CHIS,2018-12-01,2018,12,Santa Cruz,Rec Visitors Ashore,2985,2533,17.8,65225,67871,-3.9,10987,island,CHIS_island_report_2018_12.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%203?Park=CHIS
CHIS,2018-12-01,2018,12,Santa Cruz,Overnight Stays,333,398,-16.3,18564,18249,1.7,3633,island,CHIS_island_report_2018_12.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%203?Park=CHIS
CHIS,2018-12-01,2018,12,Isthmus,Rec Visitors Ashore,368,324,13.6,8390,7723,8.6,1996,island,CHIS_island_report_2018_12.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%203?Park=CHIS
CHIS,2018-12-01,2018,12,Isthmus,Overnight Stays,0,0,0,84,69,21.7,2,island,CHIS_island_report_2018_12.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%203?Park=CHIS
CHIS,2018-12-01,2018,12,Santa Rosa,Rec Visitors Ashore,39,49,-20.4,11255,11089,1.5,1260,island,CHIS_island_report_2018_12.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%203?Park=CHIS
CHIS,2018-12-01,2018,12,Santa Rosa,Overnight Stays,1,2,-50,2379,4031,-41,440,island,CHIS_island_report_2018_12.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%203?Park=CHIS
CHIS,2019-01-01,2019,1,Anacapa,Rec Overnight Boats,51,,0,51,,0,51,island,CHIS_island_report_2019_01.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%203?Park=CHIS
CHIS,2019-01-01,2019,1,Anacapa,Rec Visitors on Boats,1559,,0,1559,,0,1559,island,CHIS_island_report_2019_01.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%203?Park=CHIS
CHIS,2019-01-01,2019,1,Anacapa,Rec Visitors Ashore,88,118,-25.4,88,118,-25.4,856,island,CHIS_island_report_2019_01.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%203?Park=CHIS
CHIS,2019-01-01,2019,1,Anacapa,Overnight Stays,6,1,500,6,1,500,20,island,CHIS_island_report_2019_01.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%203?Park=CHIS
CHIS,2019-01-01,2019,1,Santa Barbara,Rec Overnight Boats,27,,0,27,,0,27,island,CHIS_island_report_2019_01.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%203?Park=CHIS
CHIS,2019-01-01,2019,1,Santa Barbara,Rec Visitors on Boats,152,,0,152,,0,152,island,CHIS_island_report_2019_01.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%203?Park=CHIS
CHIS,2019-01-01,2019,1,Santa Barbara,Rec Visitors Ashore,0,6,-100,0,6,-100,42,island,CHIS_island_report_2019_01.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%203?Park=CHIS
CHIS,2019-01-01,2019,1,Santa Barbara,Overnight Stays,0,0,0,0,0,0,0,island,CHIS_island_report_2019_01.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%203?Park=CHIS
CHIS,2019-01-01,2019,1,San Miguel,Rec Overnight Boats,20,,0,20,,0,20,island,CHIS_island_report_2019_01.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%203?Park=CHIS
CHIS,2019-01-01,2019,1,San Miguel,Rec Visitors on Boats,0,,0,0,,0,0,island,CHIS_island_report_2019_01.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%203?Park=CHIS
CHIS,2019-01-01,2019,1,San Miguel,Rec Visitors Ashore,0,15,-100,0,15,-100,152,island,CHIS_island_report_2019_01.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%203?Park=CHIS
CHIS,2019-01-01,2019,1,San Miguel,Overnight Stays,0,0,0,0,0,0,50,island,CHIS_island_report_2019_01.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%203?Park=CHIS
CHIS,2019-01-01,2019,1,Santa Cruz,Rec Overnight Boats,55,,0,55,,0,55,island,CHIS_island_report_2019_01.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%203?Park=CHIS
CHIS,2019-01-01,2019,1,Santa Cruz,Rec Visitors on Boats,349,,0,349,,0,349,island,CHIS_island_report_2019_01.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%203?Park=CHIS
CHIS,2019-01-01,2019,1,Santa Cruz,Rec Visitors Ashore,1851,1827,1.3,1851,1827,1.3,12838,island,CHIS_island_report_2019_01.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%203?Park=CHIS
CHIS,2019-01-01,2019,1,Santa Cruz,Overnight Stays,552,280,97.1,552,280,97.1,4185,island,CHIS_island_report_2019_01.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%203?Park=CHIS
CHIS,2019-01-01,2019,1,Isthmus,Rec Visitors Ashore,195,153,27.5,195,153,27.5,2191,island,CHIS_island_report_2019_01.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%203?Park=CHIS
CHIS,2019-01-01,2019,1,Isthmus,Overnight Stays,118,33,257.6,118,33,257.6,120,island,CHIS_island_report_2019_01.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%203?Park=CHIS
CHIS,2019-01-01,2019,1,Santa Rosa,Rec Overnight Boats,46,,0,46,,0,46,island,CHIS_island_report_2019_01.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%203?Park=CHIS
CHIS,2019-01-01,2019,1,Santa Rosa,Rec Visitors on Boats,125,,0,125,,0,125,island,CHIS_island_report_2019_01.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%203?Park=CHIS
CHIS,2019-01-01,2019,1,Santa Rosa,Rec Visitors Ashore,40,41,-2.4,40,41,-2.4,1300,island,CHIS_island_report_2019_01.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%203?Park=CHIS
CHIS,2019-01-01,2019,1,Santa Rosa,Overnight Stays,15,3,400,15,3,400,455,island,CHIS_island_report_2019_01.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%203?Park=CHIS
CHIS,2019-02-01,2019,2,Anacapa,Rec Overnight Boats,5,,0,56,,0,56,island,CHIS_island_report_2019_02.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%203?Park=CHIS
CHIS,2019-02-01,2019,2,Anacapa,Rec Visitors on Boats,3762,,0,5321,,0,5321,island,CHIS_island_report_2019_02.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%203?Park=CHIS
