park_code,report_version,report_date,year,month,group_description,measure,monthly_value,same_month_prior_year,percent_change,calendar_ytd,prior_calendar_ytd,ytd_percent_change,fiscal_ytd,source_file,source_report_url
CHIS,2,1995-01-01,1995,1,Summary of Total Programs,Formal Programs,28,,0,28,,0,28,CHIS_report_version_2_1995_01.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%202?Park=CHIS
CHIS,2,1995-01-01,1995,1,Summary of Total Programs,Formal Program Visitors,336,,0,336,,0,336,CHIS_report_version_2_1995_01.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%202?Park=CHIS
CHIS,2,1995-01-01,1995,1,Summary of Total Programs,Education Programs,1,,0,1,,0,1,CHIS_report_version_2_1995_01.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%202?Park=CHIS
CHIS,2,1995-01-01,1995,1,Summary of Total Programs,Education Programs Attendance,0,,0,0,,0,0,CHIS_report_version_2_1995_01.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%202?Park=CHIS
CHIS,2,1995-01-01,1995,1,Summary of Total Programs,Informal Interpretive Contacts,40,,0,40,,0,40,CHIS_report_version_2_1995_01.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%202?Park=CHIS
CHIS,2,1995-01-01,1995,1,Summary of Total Programs,Informal Visitors Contacted,761,,0,761,,0,761,CHIS_report_version_2_1995_01.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%202?Park=CHIS
CHIS,2,1995-01-01,1995,1,Summary of Total Programs,Community Programs,0,,0,0,,0,0,CHIS_report_version_2_1995_01.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%202?Park=CHIS
CHIS,2,1995-01-01,1995,1,Summary of Total Programs,Community Programs Attendance,0,,0,0,,0,0,CHIS_report_version_2_1995_01.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%202?Park=CHIS
CHIS,2,1995-01-01,1995,1,Individual Programs,Mainland Visitor Center,12221,,0,12221,,0,12221,CHIS_report_version_2_1995_01.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%202?Park=CHIS
CHIS,2,1995-01-01,1995,1,Individual Programs,Santa Barbara Outdoor VC,0,,0,0,,0,0,CHIS_report_version_2_1995_01.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%202?Park=CHIS
CHIS,2,1995-01-01,1995,1,Individual Programs,Anacapa Visitor Center,0,,0,0,,0,0,CHIS_report_version_2_1995_01.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%202?Park=CHIS
CHIS,2,1995-01-01,1995,1,Individual Programs,Santa Barbara VC,0,,0,0,,0,0,CHIS_report_version_2_1995_01.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%202?Park=CHIS
CHIS,2,1995-01-01,1995,1,Mainland Programs,Formal Programs,9,,0,9,,0,9,CHIS_report_version_2_1995_01.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%202?Park=CHIS
CHIS,2,1995-01-01,1995,1,Mainland Programs,Formal Programs Attendance,252,,0,252,,0,252,CHIS_report_version_2_1995_01.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%202?Park=CHIS
CHIS,2,1995-01-01,1995,1,Mainland Programs,Education Programs,1,,0,1,,0,1,CHIS_report_version_2_1995_01.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%202?Park=CHIS
CHIS,2,1995-01-01,1995,1,Mainland Programs,Education Programs Attendance,0,,0,0,,0,0,CHIS_report_version_2_1995_01.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%202?Park=CHIS
CHIS,2,1995-01-01,1995,1,Mainland Programs,Community Programs,0,,0,0,,0,0,CHIS_report_version_2_1995_01.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%202?Park=CHIS
CHIS,2,1995-01-01,1995,1,Mainland Programs,Community Programs Attendance,0,,0,0,,0,0,CHIS_report_version_2_1995_01.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%202?Park=CHIS
CHIS,2,1995-01-01,1995,1,Mainland Programs,Informal Interpretive Contacts,40,,0,40,,0,40,CHIS_report_version_2_1995_01.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%202?Park=CHIS
CHIS,2,1995-01-01,1995,1,Mainland Programs,Informal Visitors Contacted,761,,0,761,,0,761,CHIS_report_version_2_1995_01.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%202?Park=CHIS
CHIS,2,1995-01-01,1995,1,Mainland Programs,Visitors Attending Park Movie,1527,,0,1527,,0,1527,CHIS_report_version_2_1995_01.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%202?Park=CHIS
CHIS,2,1995-01-01,1995,1,Anacapa,Formal Programs,2,,0,2,,0,2,CHIS_report_version_2_1995_01.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%202?Park=CHIS
CHIS,2,1995-01-01,1995,1,Anacapa,Formal Programs Attendance,42,,0,42,,0,42,CHIS_report_version_2_1995_01.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%202?Park=CHIS
CHIS,2,1995-01-01,1995,1,Anacapa,Informal Interpretive Contacts,0,,0,0,,0,0,CHIS_report_version_2_1995_01.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%202?Park=CHIS
CHIS,2,1995-01-01,1995,1,Anacapa,Informal Visitors Contacted,0,,0,0,,0,0,CHIS_report_version_2_1995_01.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%202?Park=CHIS
CHIS,2,1995-01-01,1995,1,Santa Barbara,Formal Programs,0,,0,0,,0,0,CHIS_report_version_2_1995_01.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%202?Park=CHIS
CHIS,2,1995-01-01,1995,1,Santa Barbara,Formal Programs Attendance,0,,0,0,,0,0,CHIS_report_version_2_1995_01.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%202?Park=CHIS
CHIS,2,1995-01-01,1995,1,Santa Barbara,Informal Interpretive Contacts,0,,0,0,,0,0,CHIS_report_version_2_1995_01.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%202?Park=CHIS
CHIS,2,1995-01-01,1995,1,Santa Barbara,Informal Visitors Contacted,0,,0,0,,0,0,CHIS_report_version_2_1995_01.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%202?Park=CHIS
CHIS,2,1995-01-01,1995,1,San Miguel,Formal Programs,0,,0,0,,0,0,CHIS_report_version_2_1995_01.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%202?Park=CHIS
CHIS,2,1995-01-01,1995,1,San Miguel,Formal Programs Attendance,0,,0,0,,0,0,CHIS_report_version_2_1995_01.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%202?Park=CHIS
CHIS,2,1995-01-01,1995,1,San Miguel,Informal Interpretive Contacts,0,,0,0,,0,0,CHIS_report_version_2_1995_01.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%202?Park=CHIS
CHIS,2,1995-01-01,1995,1,San Miguel,Informal Visitors Contacted,0,,0,0,,0,0,CHIS_report_version_2_1995_01.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%202?Park=CHIS
CHIS,2,1995-01-01,1995,1,Santa Cruz,Formal Programs,16,,0,16,,0,16,CHIS_report_version_2_1995_01.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%202?Park=CHIS
CHIS,2,1995-01-01,1995,1,Santa Cruz,Formal Programs Attendance,36,,0,36,,0,36,CHIS_report_version_2_1995_01.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%202?Park=CHIS
CHIS,2,1995-01-01,1995,1,Santa Cruz,Informal Interpretive Contacts,0,,0,0,,0,0,CHIS_report_version_2_1995_01.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%202?Park=CHIS
CHIS,2,1995-01-01,1995,1,Santa Cruz,Informal Visitors Contacted,0,,0,0,,0,0,CHIS_report_version_2_1995_01.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%202?Park=CHIS
CHIS,2,1995-01-01,1995,1,Isthmus,Formal Programs,0,,0,0,,0,0,CHIS_report_version_2_1995_01.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%202?Park=CHIS
CHIS,2,1995-01-01,1995,1,Isthmus,Formal Programs Attendance,0,,0,0,,0,0,CHIS_report_version_2_1995_01.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%202?Park=CHIS
CHIS,2,1995-01-01,1995,1,Isthmus,Informal Interpretive Contacts,0,,0,0,,0,0,CHIS_report_version_2_1995_01.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%202?Park=CHIS
CHIS,2,1995-01-01,1995,1,Isthmus,Informal Visitors Contacted,0,,0,0,,0,0,CHIS_report_version_2_1995_01.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%202?Park=CHIS
CHIS,2,1995-01-01,1995,1,Santa Rosa,Formal Programs,1,,0,1,,0,1,CHIS_report_version_2_1995_01.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%202?Park=CHIS
CHIS,2,1995-01-01,1995,1,Santa Rosa,Formal Programs Attendance,6,,0,6,,0,6,CHIS_report_version_2_1995_01.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%202?Park=CHIS
CHIS,2,1995-01-01,1995,1,Santa Rosa,Informal Interpretive Contacts,0,,0,0,,0,0,CHIS_report_version_2_1995_01.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%202?Park=CHIS
CHIS,2,1995-01-01,1995,1,Santa Rosa,Informal Visitors Contacted,0,,0,0,,0,0,CHIS_report_version_2_1995_01.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%202?Park=CHIS
CHIS,2,1995-02-01,1995,2,Summary of Total Programs,Formal Programs,55,,0,83,,0,83,CHIS_report_version_2_1995_02.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%202?Park=CHIS
CHIS,2,1995-02-01,1995,2,Summary of Total Programs,Formal Program Visitors,792,,0,1128,,0,1128,CHIS_report_version_2_1995_02.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%202?Park=CHIS
CHIS,2,1995-02-01,1995,2,Summary of Total Programs,Education Programs,2,,0,3,,0,3,CHIS_report_version_2_1995_02.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%202?Park=CHIS
CHIS,2,1995-02-01,1995,2,Summary of Total Programs,Education Programs Attendance,0,,0,0,,0,0,CHIS_report_version_2_1995_02.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%202?Park=CHIS
CHIS,2,1995-02-01,1995,2,Summary of Total Programs,Informal Interpretive Contacts,36,,0,76,,0,76,CHIS_report_version_2_1995_02.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%202?Park=CHIS
CHIS,2,1995-02-01,1995,2,Summary of Total Programs,Informal Visitors Contacted,885,,0,1646,,0,1646,CHIS_report_version_2_1995_02.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%202?Park=CHIS
CHIS,2,1995-02-01,1995,2,Summary of Total Programs,Community Programs,1,,0,1,,0,1,CHIS_report_version_2_1995_02.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%202?Park=CHIS
CHIS,2,1995-02-01,1995,2,Summary of Total Programs,Community Programs Attendance,66,,0,66,,0,66,CHIS_report_version_2_1995_02.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%202?Park=CHIS
CHIS,2,1995-02-01,1995,2,Individual Programs,Mainland Visitor Center,15978,,0,28199,,0,28199,CHIS_report_version_2_1995_02.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%202?Park=CHIS
CHIS,2,1995-02-01,1995,2,Individual Programs,Santa Barbara Outdoor VC,0,,0,0,,0,0,CHIS_report_version_2_1995_02.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%202?Park=CHIS
CHIS,2,1995-02-01,1995,2,Individual Programs,Anacapa Visitor Center,0,,0,0,,0,0,CHIS_report_version_2_1995_02.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%202?Park=CHIS
CHIS,2,1995-02-01,1995,2,Individual Programs,Santa Barbara VC,0,,0,0,,0,0,CHIS_report_version_2_1995_02.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%202?Park=CHIS
CHIS,2,1995-02-01,1995,2,Mainland Programs,Formal Programs,11,,0,20,,0,20,CHIS_report_version_2_1995_02.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%202?Park=CHIS
CHIS,2,1995-02-01,1995,2,Mainland Programs,Formal Programs Attendance,488,,0,740,,0,740,CHIS_report_version_2_1995_02.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%202?Park=CHIS
CHIS,2,1995-02-01,1995,2,Mainland Programs,Education Programs,2,,0,3,,0,3,CHIS_report_version_2_1995_02.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%202?Park=CHIS
CHIS,2,1995-02-01,1995,2,Mainland Programs,Education Programs Attendance,0,,0,0,,0,0,CHIS_report_version_2_1995_02.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%202?Park=CHIS
CHIS,2,1995-02-01,1995,2,Mainland Programs,Community Programs,1,,0,1,,0,1,CHIS_report_version_2_1995_02.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%202?Park=CHIS
CHIS,2,1995-02-01,1995,2,Mainland Programs,Community Programs Attendance,66,,0,66,,0,66,CHIS_report_version_2_1995_02.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%202?Park=CHIS
CHIS,2,1995-02-01,1995,2,Mainland Programs,Informal Interpretive Contacts,36,,0,76,,0,76,CHIS_report_version_2_1995_02.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%202?Park=CHIS
CHIS,2,1995-02-01,1995,2,Mainland Programs,Informal Visitors Contacted,885,,0,1646,,0,1646,CHIS_report_version_2_1995_02.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%202?Park=CHIS
CHIS,2,1995-02-01,1995,2,Mainland Programs,Visitors Attending Park Movie,2089,,0,3616,,0,3616,CHIS_report_version_2_1995_02.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%202?Park=CHIS
CHIS,2,1995-02-01,1995,2,Anacapa,Formal Programs,8,,0,10,,0,10,CHIS_report_version_2_1995_02.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%202?Park=CHIS
CHIS,2,1995-02-01,1995,2,Anacapa,Formal Programs Attendance,209,,0,251,,0,251,CHIS_report_version_2_1995_02.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%202?Park=CHIS
CHIS,2,1995-02-01,1995,2,Anacapa,Informal Interpretive Contacts,0,,0,0,,0,0,CHIS_report_version_2_1995_02.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%202?Park=CHIS
CHIS,2,1995-02-01,1995,2,Anacapa,Informal Visitors Contacted,0,,0,0,,0,0,CHIS_report_version_2_1995_02.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%202?Park=CHIS
CHIS,2,1995-02-01,1995,2,Santa Barbara,Formal Programs,0,,0,0,,0,0,CHIS_report_version_2_1995_02.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%202?Park=CHIS
CHIS,2,1995-02-01,1995,2,Santa Barbara,Formal Programs Attendance,0,,0,0,,0,0,CHIS_report_version_2_1995_02.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%202?Park=CHIS
CHIS,2,1995-02-01,1995,2,Santa Barbara,Informal Interpretive Contacts,0,,0,0,,0,0,CHIS_report_version_2_1995_02.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%202?Park=CHIS
CHIS,2,1995-02-01,1995,2,Santa Barbara,Informal Visitors Contacted,0,,0,0,,0,0,CHIS_report_version_2_1995_02.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%202?Park=CHIS
CHIS,2,1995-02-01,1995,2,San Miguel,Formal Programs,1,,0,1,,0,1,CHIS_report_version_2_1995_02.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%202?Park=CHIS
CHIS,2,1995-02-01,1995,2,San Miguel,Formal Programs Attendance,2,,0,2,,0,2,CHIS_report_version_2_1995_02.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%202?Park=CHIS
CHIS,2,1995-02-01,1995,2,San Miguel,Informal Interpretive Contacts,0,,0,0,,0,0,CHIS_report_version_2_1995_02.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%202?Park=CHIS
CHIS,2,1995-02-01,1995,2,San Miguel,Informal Visitors Contacted,0,,0,0,,0,0,CHIS_report_version_2_1995_02.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%202?Park=CHIS
CHIS,2,1995-02-01,1995,2,Santa Cruz,Formal Programs,35,,0,51,,0,51,CHIS_report_version_2_1995_02.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%202?Park=CHIS
CHIS,2,1995-02-01,1995,2,Santa Cruz,Formal Programs Attendance,93,,0,129,,0,129,CHIS_report_version_2_1995_02.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%202?Park=CHIS
CHIS,2,1995-02-01,1995,2,Santa Cruz,Informal Interpretive Contacts,0,,0,0,,0,0,CHIS_report_version_2_1995_02.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%202?Park=CHIS
CHIS,2,1995-02-01,1995,2,Santa Cruz,Informal Visitors Contacted,0,,0,0,,0,0,CHIS_report_version_2_1995_02.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%202?Park=CHIS
CHIS,2,1995-02-01,1995,2,Isthmus,Formal Programs,0,,0,0,,0,0,CHIS_report_version_2_1995_02.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%202?Park=CHIS
CHIS,2,1995-02-01,1995,2,Isthmus,Formal Programs Attendance,0,,0,0,,0,0,CHIS_report_version_2_1995_02.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%202?Park=CHIS
CHIS,2,1995-02-01,1995,2,Isthmus,Informal Interpretive Contacts,0,,0,0,,0,0,CHIS_report_version_2_1995_02.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%202?Park=CHIS
CHIS,2,1995-02-01,1995,2,Isthmus,Informal Visitors Contacted,0,,0,0,,0,0,CHIS_report_version_2_1995_02.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%202?Park=CHIS
CHIS,2,1995-02-01,1995,2,Santa Rosa,Formal Programs,0,,0,1,,0,1,CHIS_report_version_2_1995_02.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%202?Park=CHIS
CHIS,2,1995-02-01,1995,2,Santa Rosa,Formal Programs Attendance,0,,0,6,,0,6,CHIS_report_version_2_1995_02.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%202?Park=CHIS
CHIS,2,1995-02-01,1995,2,Santa Rosa,Informal Interpretive Contacts,0,,0,0,,0,0,CHIS_report_version_2_1995_02.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%202?Park=CHIS
CHIS,2,1995-02-01,1995,2,Santa Rosa,Informal Visitors Contacted,0,,0,0,,0,0,CHIS_report_version_2_1995_02.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%202?Park=CHIS
CHIS,2,1995-03-01,1995,3,Summary of Total Programs,Formal Programs,90,,0,173,,0,173,CHIS_report_version_2_1995_03.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%202?Park=CHIS
CHIS,2,1995-03-01,1995,3,Summary of Total Programs,Formal Program Visitors,1963,,0,3091,,0,3091,CHIS_report_version_2_1995_03.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%202?Park=CHIS
CHIS,2,1995-03-01,1995,3,Summary of Total Programs,Education Programs,0,,0,3,,0,3,CHIS_report_version_2_1995_03.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%202?Park=CHIS
CHIS,2,1995-03-01,1995,3,Summary of Total Programs,Education Programs Attendance,0,,0,0,,0,0,CHIS_report_version_2_1995_03.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%202?Park=CHIS
CHIS,2,1995-03-01,1995,3,Summary of Total Programs,Informal Interpretive Contacts,49,,0,125,,0,125,CHIS_report_version_2_1995_03.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%202?Park=CHIS
CHIS,2,1995-03-01,1995,3,Summary of Total Programs,Informal Visitors Contacted,888,,0,2534,,0,2534,CHIS_report_version_2_1995_03.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%202?Park=CHIS
CHIS,2,1995-03-01,1995,3,Summary of Total Programs,Community Programs,5,,0,6,,0,6,CHIS_report_version_2_1995_03.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%202?Park=CHIS
CHIS,2,1995-03-01,1995,3,Summary of Total Programs,Community Programs Attendance,557,,0,623,,0,623,CHIS_report_version_2_1995_03.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%202?Park=CHIS
CHIS,2,1995-03-01,1995,3,Individual Programs,Mainland Visitor Center,20448,,0,48647,,0,48647,CHIS_report_version_2_1995_03.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%202?Park=CHIS
CHIS,2,1995-03-01,1995,3,Individual Programs,Santa Barbara Outdoor VC,0,,0,0,,0,0,CHIS_report_version_2_1995_03.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%202?Park=CHIS
CHIS,2,1995-03-01,1995,3,Individual Programs,Anacapa Visitor Center,0,,0,0,,0,0,CHIS_report_version_2_1995_03.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%202?Park=CHIS
CHIS,2,1995-03-01,1995,3,Individual Programs,Santa Barbara VC,0,,0,0,,0,0,CHIS_report_version_2_1995_03.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%202?Park=CHIS
CHIS,2,1995-03-01,1995,3,Mainland Programs,Formal Programs,25,,0,45,,0,45,CHIS_report_version_2_1995_03.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%202?Park=CHIS
CHIS,2,1995-03-01,1995,3,Mainland Programs,Formal Programs Attendance,1125,,0,1865,,0,1865,CHIS_report_version_2_1995_03.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%202?Park=CHIS
CHIS,2,1995-03-01,1995,3,Mainland Programs,Education Programs,0,,0,3,,0,3,CHIS_report_version_2_1995_03.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%202?Park=CHIS
CHIS,2,1995-03-01,1995,3,Mainland Programs,Education Programs Attendance,0,,0,0,,0,0,CHIS_report_version_2_1995_03.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%202?Park=CHIS
CHIS,2,1995-03-01,1995,3,Mainland Programs,Community Programs,5,,0,6,,0,6,CHIS_report_version_2_1995_03.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%202?Park=CHIS
CHIS,2,1995-03-01,1995,3,Mainland Programs,Community Programs Attendance,557,,0,623,,0,623,CHIS_report_version_2_1995_03.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%202?Park=CHIS
CHIS,2,1995-03-01,1995,3,Mainland Programs,Informal Interpretive Contacts,49,,0,125,,0,125,CHIS_report_version_2_1995_03.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%202?Park=CHIS
CHIS,2,1995-03-01,1995,3,Mainland Programs,Informal Visitors Contacted,888,,0,2534,,0,2534,CHIS_report_version_2_1995_03.csv,https://irma.nps.gov/Stats/SSRSReports/Park%20Specific%20Reports/Park%20YTD%20Version%202?Park=CHIS
